customer_id,name,last_name,address,phone_number,email_address,status,credit_limit
C706390,Christine,Ochoa,Tuvalu,338-401- 92,christine.ochoa@gmail.com,False,60088.43
C796260,Ann,Blanchard,Samoa,756-932-1475,ann.blanchard@gmail.net,True,10667.61
C949434,Edward,Terrance,Samoa,884-133-5603,edward.terrance@gmail.org,False,91268.08
C112834,Thomas,Harris,Samoa,573-744-7338,thomas.harris@gmail.io,False,10728.41
C904293,Rosalind,Gomez,Tuvalu,678-536-9563,rosalind.gomez@gmail.io,False,78432.84
C201573,Robert,Williams,Rarotonga,156-182-4104,robert.williams@gmail.com,False,13014.58
C851977,Wanda,Stamper,Rarotonga, 35-534-4771,wanda.stamper@gmail.io,True,95501.63
C390906,William,Bray,Rarotonga,809-954-4414,william.bray@gmail.org,True,6790.85
C532308,Ana,Gates,Tuvalu,620-933-2945,ana.gates@gmail.io,True,66371.22
C071611,Margarita,Dotson,Samoa,709-351-7550,margarita.dotson@gmail.com,True,69423.45
C864579,Brian,Rosen,Samoa, 59-991-6537,brian.rosen@gmail.io,True,88027.83
C077606,Danny,Prater,Rarotonga,228-287-5483,danny.prater@gmail.org,True,9901.29
C334547,Ethan,Mautone,Samoa, 89-374-803,ethan.mautone@gmail.net,True,21185.71
C569021,Kevin,Diaz,Rarotonga,443- 49-374,kevin.diaz@gmail.org,False,84991.77
C163780,Edna,Lowe,Samoa,975-430-1260,edna.lowe@gmail.io,False,26636.49
C043531,Rocky,Leon,Rarotonga,519-467-5091,rocky.leon@gmail.com,True,52353.66
C352064,Ashley,Peters,Tuvalu,548-924-6166,ashley.peters@gmail.com,True,76683.33
C868780,Carole,Buban,Rarotonga,373- 54-5126,carole.buban@gmail.org,True,32708.64
C622569,George,Oleary,Rarotonga,216-723-6714,george.oleary@gmail.com,True,20180.4
C066388,Betty,Brown,Rarotonga,423-638-201,betty.brown@gmail.io,True,69881.64
C614870,Anna,Ingle,Rarotonga,641-801-8401,anna.ingle@gmail.org,False,54725.28
C474387,William,Hull,Samoa,228-656-9624,william.hull@gmail.com,True,59108.55
C944441,Mark,Calderone,Tuvalu,186-996-7493,mark.calderone@gmail.net,True,17051.16
C334118,Alice,Hayes,Samoa,379-830-1421,alice.hayes@gmail.io,False,69034.65
C687963,Dolores,Stclair,Rarotonga,886-444-9812,dolores.stclair@gmail.io,True,52541.92
C052291,William,Hendley,Tuvalu,406-900-9061,william.hendley@gmail.io,True,28051.43
C564548,Linda,Coles,Tuvalu,881-699-6901,linda.coles@gmail.org,True,8828.64
C619493,Sandra,Anaya,Tuvalu,604-537-9445,sandra.anaya@gmail.io,False,90229.1
C872440,Erika,Allen,Samoa,950-471-5591,erika.allen@gmail.org,False,74740.24
C664510,Amanda,Melendez,Samoa,927-583-9415,amanda.melendez@gmail.com,False,14344.83
C742693,Ashleigh,Marconis,Samoa,598-962-7915,ashleigh.marconis@gmail.com,True,19819.89
C603264,Albert,Goetzinger,Tuvalu,627-115-3053,albert.goetzinger@gmail.io,True,49747.74
C284927,Latisha,Blum,Tuvalu,571-677-3964,latisha.blum@gmail.com,True,96377.74
C654395,Blanch,Johnson,Rarotonga,465-584-2940,blanch.johnson@gmail.net,False,28244.96
C534602,Ann,Mccoy,Rarotonga,651-433-3574,ann.mccoy@gmail.com,True,85179.37
C192706,Theresa,Kallevig,Tuvalu,802-847-2605,theresa.kallevig@gmail.io,True,76173.7
C257819,Keith,Mcclean,Rarotonga,985-928-9458,keith.mcclean@gmail.io,True,15847.29
C499870,Joshua,Cupp,Rarotonga,340-610-506,joshua.cupp@gmail.org,True,52878.2
C876404,Jeanne,Lambert,Rarotonga,251-543-892,jeanne.lambert@gmail.net,False,17966.57
C367617,Ray,Gannaway,Tuvalu,390-211-3710,ray.gannaway@gmail.net,False,80925.47
C615720,Robert,Portillo,Tuvalu,544-632-349,robert.portillo@gmail.io,True,5835.35
C423105,Eric,Rees,Samoa,814-953-7929,eric.rees@gmail.com,True,10724.62
C576772,Ricky,Osborne,Tuvalu,368-329-1051,ricky.osborne@gmail.io,False,56234.65
C190105,Samantha,Cadorette,Samoa,547-505-3690,samantha.cadorette@gmail.net,True,58744.29
C748159,Matthew,Morrissey,Samoa,666-257-5305,matthew.morrissey@gmail.io,False,85598.82
C394183,Christopher,Kennon,Samoa,142-515-7040,christopher.kennon@gmail.org,False,47118.81
C652744,Dennis,Banks,Tuvalu,497-939-2134,dennis.banks@gmail.io,False,64294.82
C655727,Michael,Flores,Samoa,134-215-9555,michael.flores@gmail.com,False,89650.39
C175875,June,Wilson,Tuvalu,238-812-1632,june.wilson@gmail.io,False,1690.88
C245732,Brock,Stevenson,Rarotonga,481-775-3415,brock.stevenson@gmail.net,True,47523.02
C640032,Jimmie,Miles,Tuvalu, 90- 73-4014,jimmie.miles@gmail.org,True,78917.58
C684381,Bertha,Enriquez,Tuvalu, 72- 99-8188,bertha.enriquez@gmail.net,False,91349.39
C063125,Eugenia,Davis,Rarotonga,745-505-1226,eugenia.davis@gmail.com,False,18218.75
C353459,Jesus,Carpio,Samoa, 64-437-9498,jesus.carpio@gmail.io,True,75372.08
C260873,David,King,Tuvalu,128-935-314,david.king@gmail.com,False,96271.81
C623786,Esther,Woods,Samoa, 99-781-1122,esther.woods@gmail.io,False,50249.73
C914775,Barbara,Romero,Rarotonga,554-221-1913,barbara.romero@gmail.org,True,22745.65
C983604,Romeo,Smith,Tuvalu,268-855-8013,romeo.smith@gmail.io,True,82396.21
C493340,Robert,Tschida,Tuvalu,743-222-6999,robert.tschida@gmail.io,True,7563.36
C438656,Eric,Cottrill,Tuvalu,807-818-5551,eric.cottrill@gmail.org,True,55685.31
C955969,Rita,Russell,Samoa,988-141-4810,rita.russell@gmail.io,False,57082.74
C190392,Virgie,Benavides,Rarotonga,340-328-1206,virgie.benavides@gmail.com,False,8005.79
C890875,Bethany,Haddad,Rarotonga,493-803-5951,bethany.haddad@gmail.io,False,50735.17
C773935,Walter,Bingham,Rarotonga, 24-320-4107,walter.bingham@gmail.com,True,74991.3
C961268,Lasandra,Dettinger,Samoa,327-957-9252,lasandra.dettinger@gmail.net,False,64918.22
C945684,Craig,Trowbridge,Rarotonga,596-666-4755,craig.trowbridge@gmail.net,False,6310.98
C850040,Charlotte,Clayton,Rarotonga,647-930-1695,charlotte.clayton@gmail.io,False,14184.42
C418664,Charles,Dillard,Tuvalu,470-674-1456,charles.dillard@gmail.io,True,86219.54
C838962,Deborah,Cano,Tuvalu,348-807-9107,deborah.cano@gmail.net,True,94785.17
C907855,Colby,Gray,Rarotonga,429-303-8913,colby.gray@gmail.com,True,83561.79
C527475,Lloyd,Rainey,Rarotonga,291- 50-4387,lloyd.rainey@gmail.com,False,69933.56
C155123,Michelle,Dunbar,Tuvalu,336-707-9934,michelle.dunbar@gmail.com,False,90514.17
C440546,Christopher,Smith,Rarotonga,221-339-2560,christopher.smith@gmail.org,False,19174.86
C183829,Susan,Moreno,Tuvalu,818-510-7708,susan.moreno@gmail.net,False,62701.56
C417251,Christopher,Crawford,Samoa,197-854-529,christopher.crawford@gmail.net,True,55896.15
C849180,Dominick,Lester,Tuvalu,822-179-5135,dominick.lester@gmail.com,True,4556.45
C920103,Whitney,Alexander,Tuvalu,346-704-2491,whitney.alexander@gmail.io,False,4846.71
C084098,Kenneth,Jackson,Tuvalu,119- 74-779,kenneth.jackson@gmail.net,True,2072.08
C976753,Emily,Pena,Tuvalu,350-985-4705,emily.pena@gmail.net,False,87545.48
C353255,Susan,Vadasy,Rarotonga,234-774-7863,susan.vadasy@gmail.io,False,12848.25
C220959,Barbara,Lohman,Samoa,229-146-3940,barbara.lohman@gmail.io,True,10797.1
C335377,Dianne,Golden,Tuvalu,995-229-6917,dianne.golden@gmail.org,False,72399.51
C102683,Jacklyn,Nichols,Samoa,974-809-4124,jacklyn.nichols@gmail.net,True,68452.37
C572718,Eric,Lamp,Tuvalu,959-929-4064,eric.lamp@gmail.io,False,76826.2
C816348,Craig,Reasor,Tuvalu,355-337-6242,craig.reasor@gmail.com,False,11035.38
C014365,Barbara,Wood,Samoa,439-778-3279,barbara.wood@gmail.net,True,18231.52
C281744,Richard,Kriss,Rarotonga,185-874-1255,richard.kriss@gmail.net,True,73037.89
C338334,Eunice,Dunn,Tuvalu,303-559-2914,eunice.dunn@gmail.org,True,10529.23
C635187,Christine,Guice,Samoa,562-771-1201,christine.guice@gmail.net,False,79468.42
C337322,Donald,Dahms,Samoa,603-988-7163,donald.dahms@gmail.org,True,91707.8
C406873,Alice,Jackson,Samoa,667-649-4361,alice.jackson@gmail.net,True,38935.14
C052701,Jose,Luoma,Tuvalu,360- 31-991,jose.luoma@gmail.com,True,33173.76
C162482,Duane,Damon,Rarotonga,741-429-565,duane.damon@gmail.io,False,23576.65
C003315,Robert,King,Tuvalu,314-671-5750,robert.king@gmail.io,False,99657.22
C412713,Ignacio,Lamark,Samoa, 14-362-9368,ignacio.lamark@gmail.org,False,95729.11
C588372,Robert,Lemay,Rarotonga,322-172-8824,robert.lemay@gmail.net,True,14587.11
C636876,Johnny,Holder,Rarotonga,185-722-5653,johnny.holder@gmail.io,True,62972.31
C099382,Freddie,Puig,Rarotonga,936-912-7566,freddie.puig@gmail.com,True,45193.84
C120395,Gena,Stilwell,Samoa,550-398-3536,gena.stilwell@gmail.org,True,5119.71
C990831,Clinton,Crawford,Samoa,445-886-6540,clinton.crawford@gmail.org,True,87539.31
C232168,Willie,Morrison,Samoa, 42-821-8260,willie.morrison@gmail.org,False,90262.85
C641732,Young,Moore,Rarotonga,343- 95-7403,young.moore@gmail.net,False,28499.77
C635790,Philip,Otoole,Samoa, 48-523-2335,philip.otoole@gmail.org,False,50608.75
C913235,Becky,Shell,Samoa,439-352-7786,becky.shell@gmail.org,False,30250.13
C574557,Linda,Nagao,Tuvalu,819- 62-4757,linda.nagao@gmail.com,False,16018.95
C207348,Meagan,Tosten,Rarotonga,880-318-4857,meagan.tosten@gmail.com,False,5531.22
C082306,William,Kraus,Samoa,438-942-2275,william.kraus@gmail.io,False,8395.85
C138123,George,Sica,Flannelette,910-417-7223,george.sica@embolize.io,True,12348.72
C781830,Susan,Sheridan,Dedicatees,113-523-6343,susan.sheridan@earmarking.org,False,139.88
C870625,John,Long,Throw-line,440-932-5371,john.long@grampa.io,False,32183.18
C646459,Jose,Turner,Tovarish,262-354-7682,jose.turner@gingalls.com,False,95205.21
C192684,Elizabeth,Rangel,Probabilism,892-126-2139,elizabeth.rangel@classicized.io,False,18561.99
C962402,Jennifer,Greene,Rarotonga,774-368-9015,jennifer.greene@gmail.org,True,28874.82
C115635,Charlotte,Driscoll,Tuvalu, 44-990-3543,charlotte.driscoll@gmail.com,False,91723.31
C214363,Martin,Powers,Tuvalu,286-916-3709,martin.powers@gmail.io,True,73630.22
C302444,Kathleen,Chehebar,Rarotonga,675- 79-3241,kathleen.chehebar@gmail.com,True,84764.06
C616173,Charles,Stead,Tuvalu,184-435-4409,charles.stead@gmail.org,False,5126.5
C310298,Thomas,Haygood,Samoa,339-903-8459,thomas.haygood@gmail.com,False,14446.98
C093530,Ralph,Johnson,Rarotonga,670-958-1074,ralph.johnson@gmail.io,False,63362.83
C426538,Kimberly,Strauss,Rarotonga,637-236-5161,kimberly.strauss@gmail.net,True,38954.47
C077969,Victor,Miller,Samoa, 82-683-3140,victor.miller@gmail.com,False,53794.14
C296346,Terry,Loudermilk,Samoa,362-289-9630,terry.loudermilk@gmail.org,True,70148.21
C780346,Edward,Basich,Samoa,230-511-8741,edward.basich@gmail.org,False,15627.54
C385389,Joseph,Parker,Rarotonga,117-776-7490,joseph.parker@gmail.com,False,68862.5
C839936,Janice,Kessinger,Samoa,458-269-6140,janice.kessinger@gmail.io,True,95144.89
C163596,Grace,Lineberry,Rarotonga,718-560-5646,grace.lineberry@gmail.org,True,82174.17
C129161,Kimberly,Mcdonald,Rarotonga,843-773-1157,kimberly.mcdonald@gmail.net,False,58407.95
C928633,George,Davis,Samoa, 96-553-1909,george.davis@gmail.io,True,40837.67
C516133,June,Garza,Tuvalu,517-759-9129,june.garza@gmail.net,False,30454.25
C783036,Peggy,Wilson,Samoa,671-380-8427,peggy.wilson@gmail.net,False,43764.24
C650097,Linda,Milano,Rarotonga,545-178-9259,linda.milano@gmail.com,False,5825.89
C795318,Eddy,Phillips,Tuvalu,208-325-8219,eddy.phillips@gmail.net,False,58933.68
C012018,Christine,Vargas,Rarotonga,127-702-2226,christine.vargas@gmail.org,False,98775.4
C057856,Rigoberto,Burnette,Samoa, 57- 50-2032,rigoberto.burnette@gmail.net,True,65103.48
C183877,Florence,Yarbrough,Tuvalu,121-711-3737,florence.yarbrough@gmail.org,True,35223.24
C564434,Cindy,Stargel,Samoa,647-255-4182,cindy.stargel@gmail.org,False,94659.53
C810620,Amanda,Cox,Tuvalu,439-632-9769,amanda.cox@gmail.net,False,20922.43
C211250,Jennifer,Wojcik,Tuvalu,968-358-8872,jennifer.wojcik@gmail.io,False,793.05
C328391,Edward,Lewis,Samoa,458-805-9728,edward.lewis@gmail.org,True,62906.44
C599625,Dolores,Dammeyer,Samoa,800- 27-636,dolores.dammeyer@gmail.net,False,50451.76
C671735,Annie,Lawrence,Samoa,232-434-6457,annie.lawrence@gmail.org,False,31913.33
C666241,Stanley,Nichols,Tuvalu,120-857-2950,stanley.nichols@gmail.io,False,11049.27
C249487,Nikole,Foster,Samoa,430-334-7992,nikole.foster@gmail.org,False,35191.4
C694205,Louis,Jackson,Rarotonga,876-353-2433,louis.jackson@gmail.org,False,98782.59
C242742,Alfred,Bullington,Tuvalu,733-849-1629,alfred.bullington@gmail.net,False,91536.16
C031007,Kenny,Redman,Samoa,136-743-3258,kenny.redman@gmail.com,True,54371.19
C246151,Maude,Sinclair,Samoa,609-611-9006,maude.sinclair@gmail.net,False,11358.73
C260672,Angela,Garcia,Rarotonga, 30-640-5999,angela.garcia@gmail.net,True,50097.3
C328306,Leo,Olson,Rarotonga,779-955-2951,leo.olson@gmail.net,True,86880.77
C394999,Paul,Jones,Rarotonga,321-593-5131,paul.jones@gmail.com,False,80754.45
C139622,Betsy,Hofmann,Samoa,950-916-1612,betsy.hofmann@gmail.org,True,12299.93
C086150,Harriet,Dodd,Tuvalu,248-126-6800,harriet.dodd@gmail.org,False,77594.53
C781101,Linda,Hernandez,Tuvalu,439-384-1103,linda.hernandez@gmail.net,False,58356.01
C069815,Gloria,Coop,Rarotonga,993-406-7672,gloria.coop@gmail.org,True,2604.12
C236690,Kathryn,Armes,Rarotonga,769-911-8129,kathryn.armes@gmail.com,True,12455.68
C285941,Patty,Alvarado,Tuvalu,682-877-9786,patty.alvarado@gmail.net,True,95735.32
C494904,Melissa,Mooney,Tuvalu,842-344-698,melissa.mooney@gmail.com,False,72285.89
C690303,Jerry,Morris,Tuvalu,566-135-1438,jerry.morris@gmail.io,True,54747.03
C528130,Michael,Martinez,Tuvalu,492-627-1002,michael.martinez@gmail.io,True,24845.6
C731023,David,Phelps,Samoa, 61-553-8307,david.phelps@gmail.com,False,70527.0
C121876,Anthony,Strasser,Rarotonga,172-207-606,anthony.strasser@gmail.net,False,37238.25
C797562,Pamela,Johnson,Samoa,181-518-4405,pamela.johnson@gmail.net,True,65679.58
C825819,Amado,Bello,Rarotonga, 14-757-6567,amado.bello@gmail.io,False,42737.81
C626843,Brenda,Thomas,Tuvalu,469-931-2682,brenda.thomas@gmail.net,False,51246.56
C040697,Bertha,Swearingen,Rarotonga,915-826-7788,bertha.swearingen@gmail.com,False,6061.08
C251137,Victoria,Box,Samoa,630-136-9359,victoria.box@gmail.net,False,80696.9
C642114,Diane,Fullilove,Rarotonga,485-989-1792,diane.fullilove@gmail.net,False,54935.3
C899746,John,Lemon,Samoa,797-962-7638,john.lemon@gmail.net,False,18930.22
C389322,Robert,Chapman,Samoa,541-594-5156,robert.chapman@gmail.net,True,86952.46
C746449,Nancy,Campbell,Tuvalu,423-602-3522,nancy.campbell@gmail.org,False,10087.35
C542318,Steven,Elzey,Rarotonga,538-262-8046,steven.elzey@gmail.com,True,18119.58
C854514,Terra,Clark,Rarotonga,238- 17-6037,terra.clark@gmail.org,True,39927.72
C015252,Alexandra,Leyva,Tuvalu,170- 89-9494,alexandra.leyva@gmail.org,False,76037.88
C266817,Mallory,Bailes,Tuvalu,411-845-7663,mallory.bailes@gmail.io,True,92647.32
C568388,Kathy,Brown,Rarotonga,667-411-8658,kathy.brown@gmail.io,False,95939.85
C278325,Allan,Harrington,Tuvalu,143-326-3589,allan.harrington@gmail.org,True,56304.0
C108657,Robert,Minardi,Rarotonga,397-242-446,robert.minardi@gmail.net,True,28037.35
C073492,Annette,Bradford,Samoa,785-229-9814,annette.bradford@gmail.net,True,61214.04
C130814,Betty,Norton,Rarotonga,407- 67-6721,betty.norton@gmail.org,True,30877.53
C667894,David,Taylor,Rarotonga,117-828-9945,david.taylor@gmail.io,True,95250.99
C238100,Charles,Beaudin,Samoa,206-975-4894,charles.beaudin@gmail.io,False,62105.15
C071023,David,Loman,Rarotonga,426-553-2683,david.loman@gmail.net,False,52410.19
C635727,Glen,Belisle,Rarotonga,729-119-2154,glen.belisle@gmail.org,True,81217.74
C712802,Thomas,Davis,Rarotonga,163-213-2069,thomas.davis@gmail.io,False,28866.21
C715613,James,Whitney,Rarotonga,507-103-1732,james.whitney@gmail.net,False,3000.82
C545932,Roger,Calaf,Tuvalu,620-286-3796,roger.calaf@gmail.org,False,49785.92
C128057,Sarah,Ortiz,Samoa,250-453-8095,sarah.ortiz@gmail.net,True,79968.84
C785077,Angela,Nicely,Samoa,560-132-4224,angela.nicely@gmail.io,True,96351.66
C080959,Paul,Hahn,Samoa,650-685-2038,paul.hahn@gmail.net,True,69329.31
C515122,Ben,Cully,Tuvalu,996-982-3647,ben.cully@gmail.io,False,75458.54
C191920,William,Oloughlin,Tuvalu,685-746-8377,william.oloughlin@gmail.com,False,90858.45
C068897,Sylvia,Whitfield,Samoa, 22-577-9918,sylvia.whitfield@gmail.com,False,76833.36
C669554,Marjorie,Cavalero,Rarotonga,380-924-9451,marjorie.cavalero@gmail.org,True,75584.82
C072376,Raul,Little,Rarotonga,870-444-3068,raul.little@gmail.io,False,46744.7
C563443,Rachelle,Littlefield,Rarotonga,797-189-6721,rachelle.littlefield@gmail.io,False,96073.8
C345453,Carla,Richmond,Samoa,144-980-8704,carla.richmond@gmail.net,True,63382.11
C215129,Jack,Hubbard,Tuvalu,201-472-4728,jack.hubbard@gmail.org,True,51849.74
C089842,Sandra,Stowman,Tuvalu,877-756-7116,sandra.stowman@gmail.net,True,39676.46
C556354,Jennifer,Elletson,Samoa,246-832-7240,jennifer.elletson@gmail.org,True,87392.35
C263920,Ryan,Greenstreet,Tuvalu,814-614-2939,ryan.greenstreet@gmail.io,True,81897.82
C483078,Gabriel,Salazar,Samoa,633-972-3234,gabriel.salazar@gmail.org,True,31663.81
C659054,Mary,Brawley,Samoa,800-846-9745,mary.brawley@gmail.org,False,61318.04
C395671,Latisha,Nielson,Rarotonga,915-859-4118,latisha.nielson@gmail.net,False,32752.39
C534692,Francis,Mcgee,Samoa,562-367-6184,francis.mcgee@gmail.net,False,56119.97
C900365,Henry,Deaver,Samoa,200-828-1531,henry.deaver@gmail.com,False,11111.32
C292975,Kathleen,Sammons,Rarotonga,  8-881-3771,kathleen.sammons@gmail.org,True,89234.73
C743856,Shawn,Garza,Rarotonga,766-137-3442,shawn.garza@gmail.com,True,40860.85
C099751,Peggy,Acosta,Samoa,851-  0-546,peggy.acosta@gmail.net,True,97049.06
C207424,Carol,Knotts,Rarotonga,861-543-3829,carol.knotts@gmail.net,True,99588.05
C311053,Jacob,Lo,Tuvalu,184-692-296,jacob.lo@gmail.org,True,83355.87
C484635,Stephen,Landrum,Rarotonga,484-686-9993,stephen.landrum@gmail.com,True,11920.06
C476208,Roy,Reeks,Samoa,746-805-8135,roy.reeks@gmail.org,True,35387.61
C011975,Loretta,Veilleux,Tuvalu,108-179-4629,loretta.veilleux@gmail.com,True,79057.48
C080469,Mindy,Perry,Samoa, 83-376-6151,mindy.perry@gmail.com,True,52923.12
C525497,James,Field,Rarotonga,631-624-6668,james.field@gmail.com,False,7260.23
C485859,Shelia,Zimmerman,Rarotonga,446-609-6004,shelia.zimmerman@gmail.com,True,53768.43
C328307,Candi,Yuste,Rarotonga,428-356-2791,candi.yuste@gmail.com,True,20908.36
C322514,Betty,Clay,Tuvalu,197-577-2070,betty.clay@gmail.org,True,8209.58
C379739,Robert,Carpenter,Samoa, 91- 56-4948,robert.carpenter@gmail.io,False,47690.41
C396495,Dorothy,Sou,Samoa,682- 39-228,dorothy.sou@gmail.org,False,82238.55
C147238,Christopher,Sutton,Rarotonga,799-241-6334,christopher.sutton@gmail.io,True,39272.14
C229683,Mary,Mann,Tuvalu,750-371-8183,mary.mann@gmail.org,True,13365.96
C070859,Ryan,Olson,Samoa,756-563-2208,ryan.olson@gmail.net,True,27244.1
C717229,William,Baadsgaard,Tuvalu,991-439-8331,william.baadsgaard@gmail.net,True,85450.38
C215325,Joshua,Mcclay,Tuvalu, 25-360-2751,joshua.mcclay@gmail.org,False,7180.93
C490482,Kourtney,Reynolds,Tuvalu,953-744-9084,kourtney.reynolds@gmail.io,False,1080.88
C609373,Willie,Rivers,Tuvalu,713-373-223,willie.rivers@gmail.io,False,65043.71
C782905,Julie,Ross,Samoa,826-420-7922,julie.ross@gmail.com,True,20836.96
C720405,Brice,Brown,Rarotonga,718-223-5357,brice.brown@gmail.io,False,58387.94
C973314,Judith,Pessin,Rarotonga,862-693-9476,judith.pessin@gmail.net,False,65818.95
C491097,Alex,Lacy,Tuvalu,907-180-9420,alex.lacy@gmail.org,False,12901.42
C780965,Jamie,Phinney,Tuvalu,175-433-4435,jamie.phinney@gmail.net,True,84862.13
C319641,Tammy,Dieter,Rarotonga,460-789-3919,tammy.dieter@gmail.net,True,86645.6
C691925,Patrick,Mitchell,Tuvalu,636-771-9820,patrick.mitchell@gmail.com,True,60036.19
C914420,Terry,Westbrooks,Samoa, 81- 76-8994,terry.westbrooks@gmail.org,False,43872.58
C110941,Patty,Benham,Samoa,994-425-5121,patty.benham@gmail.net,True,81463.54
C762004,Phyllis,Moore,Rarotonga,354-794-2444,phyllis.moore@gmail.io,False,65690.23
C703888,William,Neely,Rarotonga,308-544-2784,william.neely@gmail.io,True,85011.41
C550719,Jeffery,Tinker,Rarotonga,279-538-3507,jeffery.tinker@gmail.org,True,75810.99
C887759,Robin,Scott,Rarotonga,682- 26-6577,robin.scott@gmail.org,True,69485.56
C753664,Hilda,Sato,Tuvalu,515-828-6008,hilda.sato@gmail.io,False,32756.74
C207683,Julie,Brooks,Rarotonga,966- 16-9245,julie.brooks@gmail.org,False,49213.0
C817077,Carol,Courson,Rarotonga,791-463-7638,carol.courson@gmail.com,True,89995.03
C269297,Cynthia,Mcneil,Samoa,995-567-3242,cynthia.mcneil@gmail.io,True,10235.49
C998178,Diana,Brockington,Samoa,842-350-8196,diana.brockington@gmail.org,True,58041.19
C647755,Destiny,Hartl,Tuvalu, 81-923-9928,destiny.hartl@gmail.net,False,48012.95
C323763,Beverly,Schuler,Tuvalu,615-760-4366,beverly.schuler@gmail.net,False,3847.17
C681591,Martin,Bean,Rarotonga,816-  7-4023,martin.bean@gmail.org,True,57961.77
C498428,Thomas,Ishman,Samoa,453-877-5672,thomas.ishman@gmail.net,False,5323.69
C005678,Annie,Kleine,Samoa,192-462-2643,annie.kleine@gmail.org,True,11714.19
C756685,Estela,Borjas,Rarotonga,578-162-5450,estela.borjas@gmail.org,False,12630.61
C083027,Kenneth,Amadon,Samoa, 75-303-1188,kenneth.amadon@gmail.net,False,49747.09
C251070,William,Munter,Samoa,950-470-8404,william.munter@gmail.net,True,89988.56
