customer_id,name,last_name,address,phone_number,email_address,status,credit_limit
C406895,Lori,Hubbard,Rarotonga,242-260-1876,lori.hubbard@gmail.net,True,33058.33
C392049,Francis,Washington,Tuvalu,587-766-2714,francis.washington@gmail.net,True,48225.99
C085793,Carl,Willis,Rarotonga, 90-147-6556,carl.willis@gmail.net,True,56406.68
C843828,Florence,Epperson,Samoa, 67-819-4942,florence.epperson@gmail.net,False,12983.36
C230414,Kristin,Bove,Samoa,975-644-7458,kristin.bove@gmail.net,True,75921.52
C115287,Holly,Shabazz,Rarotonga,171-768-858,holly.shabazz@gmail.org,True,62996.22
C906252,Patricia,Mikeska,Rarotonga,195-402-4165,patricia.mikeska@gmail.com,False,31097.51
C790478,Carolyn,Harris,Tuvalu,947-609-796,carolyn.harris@gmail.io,True,3353.22
C757757,Josie,Cole,Samoa,863-107-3572,josie.cole@gmail.com,True,37084.74
C000265,Peter,Brown,Tuvalu,761-141-7466,peter.brown@gmail.org,False,8808.24
C154969,Michael,Pacheo,Rarotonga,384-619-3022,michael.pacheo@gmail.com,False,48985.45
C432473,James,Trevino,Rarotonga,121-224-7964,james.trevino@gmail.net,True,12579.59
C144410,Ed,Lanier,Samoa,551-471-9551,ed.lanier@gmail.io,False,55243.99
C531373,Darlene,Tobin,Rarotonga,995-403-9308,darlene.tobin@gmail.io,True,85605.55
C773237,Harley,Maples,Samoa,308-383-4639,harley.maples@gmail.io,True,78482.48
C889953,Virginia,Wetzel,Samoa,918-292-1563,virginia.wetzel@gmail.org,False,76297.96
C062905,Anthony,Stacy,Rarotonga,109-610-3860,anthony.stacy@gmail.io,True,5083.6
C305433,Sandra,Burlin,Samoa,711-337-1953,sandra.burlin@gmail.org,False,21831.01
C014279,Kent,Finley,Samoa, 73-896-868,kent.finley@gmail.net,False,38759.06
C530668,Carroll,Grasser,Rarotonga,194-250-755,carroll.grasser@gmail.io,True,50086.24
C436823,Rachel,Springer,Samoa,193-207-5682,rachel.springer@gmail.io,False,92246.18
C644966,Tracy,Henry,Samoa,866-505-6874,tracy.henry@gmail.com,False,59649.45
C766306,Gloria,Walker,Samoa,820-862-4966,gloria.walker@gmail.net,True,83900.9
