customer_id,first_name,last_name,home_address,phone_number,email_address,active_customer,credit_limit
cust_52,first_name_52,last_name_52,address_52,1111111159,52@url.com,FALSE,137079
cust_53,first_name_53,last_name_53,address_53,1111111160,53@url.com,TRUE,12598
cust_54,first_name_54,last_name_54,address_54,1111111161,54@url.com,TRUE,376266
cust_55,first_name_55,last_name_55,address_55,1111111162,55@url.com,TRUE,495346
cust_56,first_name_56,last_name_56,address_56,1111111163,56@url.com,TRUE,295233
cust_57,first_name_57,last_name_57,address_57,1111111164,57@url.com,TRUE,930012
cust_58,first_name_58,last_name_58,address_58,1111111165,58@url.com,TRUE,218412
cust_59,first_name_59,last_name_59,address_59,1111111166,59@url.com,TRUE,632916
cust_60,first_name_60,last_name_60,address_60,1111111167,60@url.com,TRUE,423932
cust_61,first_name_61,last_name_61,address_61,1111111168,61@url.com,FALSE,564288
cust_62,first_name_62,last_name_62,address_62,1111111169,62@url.com,TRUE,671343
cust_63,first_name_63,last_name_63,address_63,1111111170,63@url.com,TRUE,75928
cust_64,first_name_64,last_name_64,address_64,1111111171,64@url.com,TRUE,85451
cust_65,first_name_65,last_name_65,address_65,1111111172,65@url.com,FALSE,358827
cust_66,first_name_66,last_name_66,address_66,1111111173,66@url.com,TRUE,216282
cust_67,first_name_67,last_name_67,address_67,1111111174,67@url.com,TRUE,578722
cust_68,first_name_68,last_name_68,address_68,1111111175,68@url.com,FALSE,860077
cust_69,first_name_69,last_name_69,address_69,1111111176,69@url.com,FALSE,417950
cust_70,first_name_70,last_name_70,address_70,1111111177,70@url.com,TRUE,176684
cust_71,first_name_71,last_name_71,address_71,1111111178,71@url.com,TRUE,16162
cust_72,first_name_72,last_name_72,address_72,1111111179,72@url.com,TRUE,441308
cust_73,first_name_73,last_name_73,address_73,1111111180,73@url.com,TRUE,693958
cust_74,first_name_74,last_name_74,address_74,1111111181,74@url.com,TRUE,654427
cust_75,first_name_75,last_name_75,address_75,1111111182,75@url.com,FALSE,880569
cust_76,first_name_76,last_name_76,address_76,1111111183,76@url.com,TRUE,487682
cust_77,first_name_77,last_name_77,address_77,1111111184,77@url.com,TRUE,551569
cust_78,first_name_78,last_name_78,address_78,1111111185,78@url.com,TRUE,603233
cust_79,first_name_79,last_name_79,address_79,1111111186,79@url.com,TRUE,607473
cust_80,first_name_80,last_name_80,address_80,1111111187,80@url.com,TRUE,762497
cust_81,first_name_81,last_name_81,address_81,1111111188,81@url.com,TRUE,984310
cust_82,first_name_82,last_name_82,address_82,1111111189,82@url.com,TRUE,225409
cust_83,first_name_83,last_name_83,address_83,1111111190,83@url.com,FALSE,702524
cust_84,first_name_84,last_name_84,address_84,1111111191,84@url.com,FALSE,336188
cust_85,first_name_85,last_name_85,address_85,1111111192,85@url.com,FALSE,116789
cust_86,first_name_86,last_name_86,address_86,1111111193,86@url.com,TRUE,54172
cust_87,first_name_87,last_name_87,address_87,1111111194,87@url.com,FALSE,714080
cust_88,first_name_88,last_name_88,address_88,1111111195,88@url.com,FALSE,688536
cust_89,first_name_89,last_name_89,address_89,1111111196,89@url.com,FALSE,827376
cust_90,first_name_90,last_name_90,address_90,1111111197,90@url.com,TRUE,53016
cust_91,first_name_91,last_name_91,address_91,1111111198,91@url.com,TRUE,379758
cust_92,first_name_92,last_name_92,address_92,1111111199,92@url.com,TRUE,547393
cust_93,first_name_93,last_name_93,address_93,1111111200,93@url.com,TRUE,591411
cust_94,first_name_94,last_name_94,address_94,1111111201,94@url.com,TRUE,577483
cust_95,first_name_95,last_name_95,address_95,1111111202,95@url.com,TRUE,379379
cust_96,first_name_96,last_name_96,address_96,1111111203,96@url.com,TRUE,655990
cust_97,first_name_97,last_name_97,address_97,1111111204,97@url.com,TRUE,274183
cust_98,first_name_98,last_name_98,address_98,1111111205,98@url.com,TRUE,718231
cust_99,first_name_99,last_name_99,address_99,1111111206,99@url.com,TRUE,607867
cust_100,first_name_100,last_name_100,address_100,1111111207,100@url.com,TRUE,468232
cust_101,first_name_101,last_name_101,address_101,1111111208,101@url.com,TRUE,125047
cust_102,first_name_102,last_name_102,address_102,1111111209,102@url.com,FALSE,786957
cust_103,first_name_103,last_name_103,address_103,1111111210,103@url.com,FALSE,26409
cust_104,first_name_104,last_name_104,address_104,1111111211,104@url.com,TRUE,503457
cust_105,first_name_105,last_name_105,address_105,1111111212,105@url.com,TRUE,653742
cust_106,first_name_106,last_name_106,address_106,1111111213,106@url.com,TRUE,674451
cust_107,first_name_107,last_name_107,address_107,1111111214,107@url.com,TRUE,967972
cust_108,first_name_108,last_name_108,address_108,1111111215,108@url.com,TRUE,687026
cust_109,first_name_109,last_name_109,address_109,1111111216,109@url.com,FALSE,817353
cust_110,first_name_110,last_name_110,address_110,1111111217,110@url.com,TRUE,592054
cust_111,first_name_111,last_name_111,address_111,1111111218,111@url.com,TRUE,634176
cust_112,first_name_112,last_name_112,address_112,1111111219,112@url.com,TRUE,313544
cust_113,first_name_113,last_name_113,address_113,1111111220,113@url.com,TRUE,363399
cust_114,first_name_114,last_name_114,address_114,1111111221,114@url.com,TRUE,928225
cust_115,first_name_115,last_name_115,address_115,1111111222,115@url.com,TRUE,250096
cust_116,first_name_116,last_name_116,address_116,1111111223,116@url.com,TRUE,211888
cust_117,first_name_117,last_name_117,address_117,1111111224,117@url.com,TRUE,389013
cust_118,first_name_118,last_name_118,address_118,1111111225,118@url.com,TRUE,190610
cust_119,first_name_119,last_name_119,address_119,1111111226,119@url.com,TRUE,359063
cust_120,first_name_120,last_name_120,address_120,1111111227,120@url.com,FALSE,784337
cust_121,first_name_121,last_name_121,address_121,1111111228,121@url.com,TRUE,689254
cust_122,first_name_122,last_name_122,address_122,1111111229,122@url.com,TRUE,407531
cust_123,first_name_123,last_name_123,address_123,1111111230,123@url.com,FALSE,800730
cust_124,first_name_124,last_name_124,address_124,1111111231,124@url.com,FALSE,921692
cust_125,first_name_125,last_name_125,address_125,1111111232,125@url.com,TRUE,714063
cust_126,first_name_126,last_name_126,address_126,1111111233,126@url.com,TRUE,584685
cust_127,first_name_127,last_name_127,address_127,1111111234,127@url.com,TRUE,928923
cust_128,first_name_128,last_name_128,address_128,1111111235,128@url.com,TRUE,562781
cust_129,first_name_129,last_name_129,address_129,1111111236,129@url.com,TRUE,366259
cust_130,first_name_130,last_name_130,address_130,1111111237,130@url.com,FALSE,23689
cust_131,first_name_131,last_name_131,address_131,1111111238,131@url.com,FALSE,529075
cust_132,first_name_132,last_name_132,address_132,1111111239,132@url.com,TRUE,234856
cust_133,first_name_133,last_name_133,address_133,1111111240,133@url.com,TRUE,267121
cust_134,first_name_134,last_name_134,address_134,1111111241,134@url.com,FALSE,392621
cust_135,first_name_135,last_name_135,address_135,1111111242,135@url.com,TRUE,554042
cust_136,first_name_136,last_name_136,address_136,1111111243,136@url.com,FALSE,551568
cust_137,first_name_137,last_name_137,address_137,1111111244,137@url.com,TRUE,35185
cust_138,first_name_138,last_name_138,address_138,1111111245,138@url.com,FALSE,661536
cust_139,first_name_139,last_name_139,address_139,1111111246,139@url.com,TRUE,887360
cust_140,first_name_140,last_name_140,address_140,1111111247,140@url.com,TRUE,932231
cust_141,first_name_141,last_name_141,address_141,1111111248,141@url.com,TRUE,325901
cust_142,first_name_142,last_name_142,address_142,1111111249,142@url.com,TRUE,894999
cust_143,first_name_143,last_name_143,address_143,1111111250,143@url.com,TRUE,964181
cust_144,first_name_144,last_name_144,address_144,1111111251,144@url.com,TRUE,944435
cust_145,first_name_145,last_name_145,address_145,1111111252,145@url.com,TRUE,939904
cust_146,first_name_146,last_name_146,address_146,1111111253,146@url.com,TRUE,56019
cust_147,first_name_147,last_name_147,address_147,1111111254,147@url.com,FALSE,53868
cust_148,first_name_148,last_name_148,address_148,1111111255,148@url.com,TRUE,469678
cust_149,first_name_149,last_name_149,address_149,1111111256,149@url.com,FALSE,650691
cust_150,first_name_150,last_name_150,address_150,1111111257,150@url.com,TRUE,483406
cust_151,first_name_151,last_name_151,address_151,1111111258,151@url.com,FALSE,517445
cust_152,first_name_152,last_name_152,address_152,1111111259,152@url.com,TRUE,853294
cust_153,first_name_153,last_name_153,address_153,1111111260,153@url.com,TRUE,17042
cust_154,first_name_154,last_name_154,address_154,1111111261,154@url.com,TRUE,143001
cust_155,first_name_155,last_name_155,address_155,1111111262,155@url.com,TRUE,983264
cust_156,first_name_156,last_name_156,address_156,1111111263,156@url.com,TRUE,104197
cust_157,first_name_157,last_name_157,address_157,1111111264,157@url.com,FALSE,443407
cust_158,first_name_158,last_name_158,address_158,1111111265,158@url.com,TRUE,918454
cust_159,first_name_159,last_name_159,address_159,1111111266,159@url.com,FALSE,399270
cust_160,first_name_160,last_name_160,address_160,1111111267,160@url.com,TRUE,702527
cust_161,first_name_161,last_name_161,address_161,1111111268,161@url.com,TRUE,404836
cust_162,first_name_162,last_name_162,address_162,1111111269,162@url.com,TRUE,486551
cust_163,first_name_163,last_name_163,address_163,1111111270,163@url.com,FALSE,359370
cust_164,first_name_164,last_name_164,address_164,1111111271,164@url.com,TRUE,543383
cust_165,first_name_165,last_name_165,address_165,1111111272,165@url.com,TRUE,512385
cust_166,first_name_166,last_name_166,address_166,1111111273,166@url.com,TRUE,479806
cust_167,first_name_167,last_name_167,address_167,1111111274,167@url.com,FALSE,700549
cust_168,first_name_168,last_name_168,address_168,1111111275,168@url.com,FALSE,456080
cust_169,first_name_169,last_name_169,address_169,1111111276,169@url.com,FALSE,236710
cust_170,first_name_170,last_name_170,address_170,1111111277,170@url.com,TRUE,433627
cust_171,first_name_171,last_name_171,address_171,1111111278,171@url.com,TRUE,315979
cust_172,first_name_172,last_name_172,address_172,1111111279,172@url.com,TRUE,18172
cust_173,first_name_173,last_name_173,address_173,1111111280,173@url.com,TRUE,542549
cust_174,first_name_174,last_name_174,address_174,1111111281,174@url.com,TRUE,364554
cust_175,first_name_175,last_name_175,address_175,1111111282,175@url.com,FALSE,634291
cust_176,first_name_176,last_name_176,address_176,1111111283,176@url.com,TRUE,591076
cust_177,first_name_177,last_name_177,address_177,1111111284,177@url.com,TRUE,102550
cust_178,first_name_178,last_name_178,address_178,1111111285,178@url.com,TRUE,29541
cust_179,first_name_179,last_name_179,address_179,1111111286,179@url.com,FALSE,81664
cust_180,first_name_180,last_name_180,address_180,1111111287,180@url.com,FALSE,646125
cust_181,first_name_181,last_name_181,address_181,1111111288,181@url.com,TRUE,410489
cust_182,first_name_182,last_name_182,address_182,1111111289,182@url.com,TRUE,784547
cust_183,first_name_183,last_name_183,address_183,1111111290,183@url.com,TRUE,418748
cust_184,first_name_184,last_name_184,address_184,1111111291,184@url.com,TRUE,935650
cust_185,first_name_185,last_name_185,address_185,1111111292,185@url.com,TRUE,364632
cust_186,first_name_186,last_name_186,address_186,1111111293,186@url.com,TRUE,761823
cust_187,first_name_187,last_name_187,address_187,1111111294,187@url.com,TRUE,869374
cust_188,first_name_188,last_name_188,address_188,1111111295,188@url.com,TRUE,158079
cust_189,first_name_189,last_name_189,address_189,1111111296,189@url.com,TRUE,740325
cust_190,first_name_190,last_name_190,address_190,1111111297,190@url.com,TRUE,464555
cust_191,first_name_191,last_name_191,address_191,1111111298,191@url.com,FALSE,626505
cust_192,first_name_192,last_name_192,address_192,1111111299,192@url.com,TRUE,473926
cust_193,first_name_193,last_name_193,address_193,1111111300,193@url.com,FALSE,267704
cust_194,first_name_194,last_name_194,address_194,1111111301,194@url.com,TRUE,552680
cust_195,first_name_195,last_name_195,address_195,1111111302,195@url.com,TRUE,266346
cust_196,first_name_196,last_name_196,address_196,1111111303,196@url.com,TRUE,118480
cust_197,first_name_197,last_name_197,address_197,1111111304,197@url.com,TRUE,563805
cust_198,first_name_198,last_name_198,address_198,1111111305,198@url.com,FALSE,300911
cust_199,first_name_199,last_name_199,address_199,1111111306,199@url.com,TRUE,469095
cust_200,first_name_200,last_name_200,address_200,1111111307,200@url.com,TRUE,364347
cust_201,first_name_201,last_name_201,address_201,1111111308,201@url.com,FALSE,886352
cust_202,first_name_202,last_name_202,address_202,1111111309,202@url.com,TRUE,976667
cust_203,first_name_203,last_name_203,address_203,1111111310,203@url.com,TRUE,363859
cust_204,first_name_204,last_name_204,address_204,1111111311,204@url.com,FALSE,31276
cust_205,first_name_205,last_name_205,address_205,1111111312,205@url.com,TRUE,279655
cust_206,first_name_206,last_name_206,address_206,1111111313,206@url.com,TRUE,470726
cust_207,first_name_207,last_name_207,address_207,1111111314,207@url.com,FALSE,440945
cust_208,first_name_208,last_name_208,address_208,1111111315,208@url.com,TRUE,497974
cust_209,first_name_209,last_name_209,address_209,1111111316,209@url.com,FALSE,229084
cust_210,first_name_210,last_name_210,address_210,1111111317,210@url.com,FALSE,802448
cust_211,first_name_211,last_name_211,address_211,1111111318,211@url.com,TRUE,50723
cust_212,first_name_212,last_name_212,address_212,1111111319,212@url.com,FALSE,480629
cust_213,first_name_213,last_name_213,address_213,1111111320,213@url.com,TRUE,73659
cust_214,first_name_214,last_name_214,address_214,1111111321,214@url.com,TRUE,109760
cust_215,first_name_215,last_name_215,address_215,1111111322,215@url.com,TRUE,263391
cust_216,first_name_216,last_name_216,address_216,1111111323,216@url.com,FALSE,516997
cust_217,first_name_217,last_name_217,address_217,1111111324,217@url.com,TRUE,703107
cust_218,first_name_218,last_name_218,address_218,1111111325,218@url.com,TRUE,219397
cust_219,first_name_219,last_name_219,address_219,1111111326,219@url.com,FALSE,85099
cust_220,first_name_220,last_name_220,address_220,1111111327,220@url.com,TRUE,50408
cust_221,first_name_221,last_name_221,address_221,1111111328,221@url.com,TRUE,640344
cust_222,first_name_222,last_name_222,address_222,1111111329,222@url.com,TRUE,41304
cust_223,first_name_223,last_name_223,address_223,1111111330,223@url.com,TRUE,534901
cust_224,first_name_224,last_name_224,address_224,1111111331,224@url.com,TRUE,826956
cust_225,first_name_225,last_name_225,address_225,1111111332,225@url.com,TRUE,68428
cust_226,first_name_226,last_name_226,address_226,1111111333,226@url.com,FALSE,293742
cust_227,first_name_227,last_name_227,address_227,1111111334,227@url.com,TRUE,646852
cust_228,first_name_228,last_name_228,address_228,1111111335,228@url.com,FALSE,639866
cust_229,first_name_229,last_name_229,address_229,1111111336,229@url.com,TRUE,235522
cust_230,first_name_230,last_name_230,address_230,1111111337,230@url.com,FALSE,869083
cust_231,first_name_231,last_name_231,address_231,1111111338,231@url.com,TRUE,930377
cust_232,first_name_232,last_name_232,address_232,1111111339,232@url.com,FALSE,618186
cust_233,first_name_233,last_name_233,address_233,1111111340,233@url.com,TRUE,700984
cust_234,first_name_234,last_name_234,address_234,1111111341,234@url.com,TRUE,139097
cust_235,first_name_235,last_name_235,address_235,1111111342,235@url.com,TRUE,871564
cust_236,first_name_236,last_name_236,address_236,1111111343,236@url.com,TRUE,484417
cust_237,first_name_237,last_name_237,address_237,1111111344,237@url.com,TRUE,398944
cust_238,first_name_238,last_name_238,address_238,1111111345,238@url.com,FALSE,532376
cust_239,first_name_239,last_name_239,address_239,1111111346,239@url.com,TRUE,144735
cust_240,first_name_240,last_name_240,address_240,1111111347,240@url.com,TRUE,401577
cust_241,first_name_241,last_name_241,address_241,1111111348,241@url.com,FALSE,834554
cust_242,first_name_242,last_name_242,address_242,1111111349,242@url.com,TRUE,130656
cust_243,first_name_243,last_name_243,address_243,1111111350,243@url.com,FALSE,610332
cust_244,first_name_244,last_name_244,address_244,1111111351,244@url.com,FALSE,577097
cust_245,first_name_245,last_name_245,address_245,1111111352,245@url.com,TRUE,478066
cust_246,first_name_246,last_name_246,address_246,1111111353,246@url.com,TRUE,762289
cust_247,first_name_247,last_name_247,address_247,1111111354,247@url.com,TRUE,716990
cust_248,first_name_248,last_name_248,address_248,1111111355,248@url.com,FALSE,687648
cust_249,first_name_249,last_name_249,address_249,1111111356,249@url.com,TRUE,347802
cust_250,first_name_250,last_name_250,address_250,1111111357,250@url.com,FALSE,37207
cust_251,first_name_251,last_name_251,address_251,1111111358,251@url.com,FALSE,567269
cust_252,first_name_252,last_name_252,address_252,1111111359,252@url.com,FALSE,19487
cust_253,first_name_253,last_name_253,address_253,1111111360,253@url.com,TRUE,214124
cust_254,first_name_254,last_name_254,address_254,1111111361,254@url.com,FALSE,585447
cust_255,first_name_255,last_name_255,address_255,1111111362,255@url.com,TRUE,254549
cust_256,first_name_256,last_name_256,address_256,1111111363,256@url.com,TRUE,725421
cust_257,first_name_257,last_name_257,address_257,1111111364,257@url.com,TRUE,387716
cust_258,first_name_258,last_name_258,address_258,1111111365,258@url.com,TRUE,870756
cust_259,first_name_259,last_name_259,address_259,1111111366,259@url.com,TRUE,328236
cust_260,first_name_260,last_name_260,address_260,1111111367,260@url.com,FALSE,522497
cust_261,first_name_261,last_name_261,address_261,1111111368,261@url.com,TRUE,946411
cust_262,first_name_262,last_name_262,address_262,1111111369,262@url.com,TRUE,584130
cust_263,first_name_263,last_name_263,address_263,1111111370,263@url.com,TRUE,857002
cust_264,first_name_264,last_name_264,address_264,1111111371,264@url.com,TRUE,989439
cust_265,first_name_265,last_name_265,address_265,1111111372,265@url.com,TRUE,757367
cust_266,first_name_266,last_name_266,address_266,1111111373,266@url.com,TRUE,553434
cust_267,first_name_267,last_name_267,address_267,1111111374,267@url.com,FALSE,268820
cust_268,first_name_268,last_name_268,address_268,1111111375,268@url.com,TRUE,499316
cust_269,first_name_269,last_name_269,address_269,1111111376,269@url.com,FALSE,109896
cust_270,first_name_270,last_name_270,address_270,1111111377,270@url.com,TRUE,322200
cust_271,first_name_271,last_name_271,address_271,1111111378,271@url.com,TRUE,860031
cust_272,first_name_272,last_name_272,address_272,1111111379,272@url.com,FALSE,421831
cust_273,first_name_273,last_name_273,address_273,1111111380,273@url.com,FALSE,36834
cust_274,first_name_274,last_name_274,address_274,1111111381,274@url.com,TRUE,457888
cust_275,first_name_275,last_name_275,address_275,1111111382,275@url.com,TRUE,356765
cust_276,first_name_276,last_name_276,address_276,1111111383,276@url.com,TRUE,591716
cust_277,first_name_277,last_name_277,address_277,1111111384,277@url.com,TRUE,918341
cust_278,first_name_278,last_name_278,address_278,1111111385,278@url.com,FALSE,695085
cust_279,first_name_279,last_name_279,address_279,1111111386,279@url.com,TRUE,360418
cust_280,first_name_280,last_name_280,address_280,1111111387,280@url.com,FALSE,673709
cust_281,first_name_281,last_name_281,address_281,1111111388,281@url.com,FALSE,685323
cust_282,first_name_282,last_name_282,address_282,1111111389,282@url.com,TRUE,963487
cust_283,first_name_283,last_name_283,address_283,1111111390,283@url.com,TRUE,171537
cust_284,first_name_284,last_name_284,address_284,1111111391,284@url.com,TRUE,522461
cust_285,first_name_285,last_name_285,address_285,1111111392,285@url.com,FALSE,425024
cust_286,first_name_286,last_name_286,address_286,1111111393,286@url.com,TRUE,705060
cust_287,first_name_287,last_name_287,address_287,1111111394,287@url.com,TRUE,105568
cust_288,first_name_288,last_name_288,address_288,1111111395,288@url.com,TRUE,394118
cust_289,first_name_289,last_name_289,address_289,1111111396,289@url.com,TRUE,455810
cust_290,first_name_290,last_name_290,address_290,1111111397,290@url.com,TRUE,256589
cust_291,first_name_291,last_name_291,address_291,1111111398,291@url.com,FALSE,394573
cust_292,first_name_292,last_name_292,address_292,1111111399,292@url.com,FALSE,882233
cust_293,first_name_293,last_name_293,address_293,1111111400,293@url.com,TRUE,679637
cust_294,first_name_294,last_name_294,address_294,1111111401,294@url.com,TRUE,370861
cust_295,first_name_295,last_name_295,address_295,1111111402,295@url.com,TRUE,196493
cust_296,first_name_296,last_name_296,address_296,1111111403,296@url.com,TRUE,106673
cust_297,first_name_297,last_name_297,address_297,1111111404,297@url.com,FALSE,169350
cust_298,first_name_298,last_name_298,address_298,1111111405,298@url.com,TRUE,8667
cust_299,first_name_299,last_name_299,address_299,1111111406,299@url.com,TRUE,26683
cust_300,first_name_300,last_name_300,address_300,1111111407,300@url.com,TRUE,816322
cust_301,first_name_301,last_name_301,address_301,1111111408,301@url.com,TRUE,503971
cust_302,first_name_302,last_name_302,address_302,1111111409,302@url.com,TRUE,728058
cust_303,first_name_303,last_name_303,address_303,1111111410,303@url.com,FALSE,702442
cust_304,first_name_304,last_name_304,address_304,1111111411,304@url.com,TRUE,361402
cust_305,first_name_305,last_name_305,address_305,1111111412,305@url.com,TRUE,899828
cust_306,first_name_306,last_name_306,address_306,1111111413,306@url.com,TRUE,550680
cust_307,first_name_307,last_name_307,address_307,1111111414,307@url.com,TRUE,793518
cust_308,first_name_308,last_name_308,address_308,1111111415,308@url.com,FALSE,629842
cust_309,first_name_309,last_name_309,address_309,1111111416,309@url.com,FALSE,268505
cust_310,first_name_310,last_name_310,address_310,1111111417,310@url.com,FALSE,526405
cust_311,first_name_311,last_name_311,address_311,1111111418,311@url.com,FALSE,450802
cust_312,first_name_312,last_name_312,address_312,1111111419,312@url.com,TRUE,788382
cust_313,first_name_313,last_name_313,address_313,1111111420,313@url.com,FALSE,395090
cust_314,first_name_314,last_name_314,address_314,1111111421,314@url.com,TRUE,618051
cust_315,first_name_315,last_name_315,address_315,1111111422,315@url.com,FALSE,582820
cust_316,first_name_316,last_name_316,address_316,1111111423,316@url.com,FALSE,856074
cust_317,first_name_317,last_name_317,address_317,1111111424,317@url.com,TRUE,92649
cust_318,first_name_318,last_name_318,address_318,1111111425,318@url.com,TRUE,96494
cust_319,first_name_319,last_name_319,address_319,1111111426,319@url.com,TRUE,120282
cust_320,first_name_320,last_name_320,address_320,1111111427,320@url.com,TRUE,381141
cust_321,first_name_321,last_name_321,address_321,1111111428,321@url.com,TRUE,119219
cust_322,first_name_322,last_name_322,address_322,1111111429,322@url.com,TRUE,315512
cust_323,first_name_323,last_name_323,address_323,1111111430,323@url.com,TRUE,367328
cust_324,first_name_324,last_name_324,address_324,1111111431,324@url.com,TRUE,538665
cust_325,first_name_325,last_name_325,address_325,1111111432,325@url.com,TRUE,268633
cust_326,first_name_326,last_name_326,address_326,1111111433,326@url.com,TRUE,864883
cust_327,first_name_327,last_name_327,address_327,1111111434,327@url.com,TRUE,74990
cust_328,first_name_328,last_name_328,address_328,1111111435,328@url.com,TRUE,19706
cust_329,first_name_329,last_name_329,address_329,1111111436,329@url.com,TRUE,972298
cust_330,first_name_330,last_name_330,address_330,1111111437,330@url.com,TRUE,995036
cust_331,first_name_331,last_name_331,address_331,1111111438,331@url.com,FALSE,355878
cust_332,first_name_332,last_name_332,address_332,1111111439,332@url.com,TRUE,759549
cust_333,first_name_333,last_name_333,address_333,1111111440,333@url.com,TRUE,11895
cust_334,first_name_334,last_name_334,address_334,1111111441,334@url.com,TRUE,365087
cust_335,first_name_335,last_name_335,address_335,1111111442,335@url.com,TRUE,229948
cust_336,first_name_336,last_name_336,address_336,1111111443,336@url.com,FALSE,550455
cust_337,first_name_337,last_name_337,address_337,1111111444,337@url.com,TRUE,84578
cust_338,first_name_338,last_name_338,address_338,1111111445,338@url.com,FALSE,777368
cust_339,first_name_339,last_name_339,address_339,1111111446,339@url.com,TRUE,126416
cust_340,first_name_340,last_name_340,address_340,1111111447,340@url.com,TRUE,925617
cust_341,first_name_341,last_name_341,address_341,1111111448,341@url.com,FALSE,606232
cust_342,first_name_342,last_name_342,address_342,1111111449,342@url.com,TRUE,858142
cust_343,first_name_343,last_name_343,address_343,1111111450,343@url.com,FALSE,660845
cust_344,first_name_344,last_name_344,address_344,1111111451,344@url.com,TRUE,470395
cust_345,first_name_345,last_name_345,address_345,1111111452,345@url.com,FALSE,665796
cust_346,first_name_346,last_name_346,address_346,1111111453,346@url.com,TRUE,708837
cust_347,first_name_347,last_name_347,address_347,1111111454,347@url.com,TRUE,607725
