Customer ID,First Name,Last Name,Home Address,Email Address,Phone Number,Status,Credit Limit
c00201,FirstName201,LastName201,Address201,Email201,555-111-0197,1,1000
c00202,FirstName202,LastName202,Address202,Email202,555-111-0198,1,1000
c00203,FirstName203,LastName203,Address203,Email203,555-111-0199,1,1000
c00204,FirstName204,LastName204,Address204,Email204,555-111-0200,1,1000
c00205,FirstName205,LastName205,Address205,Email205,555-111-0201,1,1000
c00206,FirstName206,LastName206,Address206,Email206,555-111-0202,1,1000
c00207,FirstName207,LastName207,Address207,Email207,555-111-0203,1,1000
c00208,FirstName208,LastName208,Address208,Email208,555-111-0204,1,1000
c00209,FirstName209,LastName209,Address209,Email209,555-111-0205,1,1000
c00210,FirstName210,LastName210,Address210,Email210,555-111-0206,1,1000
c00211,FirstName211,LastName211,Address211,Email211,555-111-0207,1,1000
c00212,FirstName212,LastName212,Address212,Email212,555-111-0208,1,1000
c00213,FirstName213,LastName213,Address213,Email213,555-111-0209,1,1000
c00214,FirstName214,LastName214,Address214,Email214,555-111-0210,1,1000
c00215,FirstName215,LastName215,Address215,Email215,555-111-0211,1,1000
c00216,FirstName216,LastName216,Address216,Email216,555-111-0212,1,1000
c00217,FirstName217,LastName217,Address217,Email217,555-111-0213,1,1000
c00218,FirstName218,LastName218,Address218,Email218,555-111-0214,1,1000
c00219,FirstName219,LastName219,Address219,Email219,555-111-0215,1,1000
c00220,FirstName220,LastName220,Address220,Email220,555-111-0216,1,1000
c00221,FirstName221,LastName221,Address221,Email221,555-111-0217,1,1000
c00222,FirstName222,LastName222,Address222,Email222,555-111-0218,1,1000
c00223,FirstName223,LastName223,Address223,Email223,555-111-0219,1,1000
c00224,FirstName224,LastName224,Address224,Email224,555-111-0220,1,1000
c00225,FirstName225,LastName225,Address225,Email225,555-111-0221,1,1000
c00226,FirstName226,LastName226,Address226,Email226,555-111-0222,1,1000
c00227,FirstName227,LastName227,Address227,Email227,555-111-0223,1,1000
c00228,FirstName228,LastName228,Address228,Email228,555-111-0224,1,1000
c00229,FirstName229,LastName229,Address229,Email229,555-111-0225,1,1000
c00230,FirstName230,LastName230,Address230,Email230,555-111-0226,1,1000
c00231,FirstName231,LastName231,Address231,Email231,555-111-0227,1,1000
c00232,FirstName232,LastName232,Address232,Email232,555-111-0228,1,1000
c00233,FirstName233,LastName233,Address233,Email233,555-111-0229,1,1000
c00234,FirstName234,LastName234,Address234,Email234,555-111-0230,1,1000
c00235,FirstName235,LastName235,Address235,Email235,555-111-0231,1,1000
c00236,FirstName236,LastName236,Address236,Email236,555-111-0232,1,1000
c00237,FirstName237,LastName237,Address237,Email237,555-111-0233,1,1000
c00238,FirstName238,LastName238,Address238,Email238,555-111-0234,1,1000
c00239,FirstName239,LastName239,Address239,Email239,555-111-0235,1,1000
c00240,FirstName240,LastName240,Address240,Email240,555-111-0236,1,1000
c00241,FirstName241,LastName241,Address241,Email241,555-111-0237,1,1000
c00242,FirstName242,LastName242,Address242,Email242,555-111-0238,1,1000
c00243,FirstName243,LastName243,Address243,Email243,555-111-0239,1,1000
c00244,FirstName244,LastName244,Address244,Email244,555-111-0240,1,1000
c00245,FirstName245,LastName245,Address245,Email245,555-111-0241,1,1000
c00246,FirstName246,LastName246,Address246,Email246,555-111-0242,1,1000
c00247,FirstName247,LastName247,Address247,Email247,555-111-0243,1,1000
c00248,FirstName248,LastName248,Address248,Email248,555-111-0244,1,1000
c00249,FirstName249,LastName249,Address249,Email249,555-111-0245,1,1000
c00250,FirstName250,LastName250,Address250,Email250,555-111-0246,1,1000
c00251,FirstName251,LastName251,Address251,Email251,555-111-0247,1,1000
c00252,FirstName252,LastName252,Address252,Email252,555-111-0248,1,1000
c00253,FirstName253,LastName253,Address253,Email253,555-111-0249,1,1000
c00254,FirstName254,LastName254,Address254,Email254,555-111-0250,1,1000
c00255,FirstName255,LastName255,Address255,Email255,555-111-0251,1,1000
c00256,FirstName256,LastName256,Address256,Email256,555-111-0252,1,1000
c00257,FirstName257,LastName257,Address257,Email257,555-111-0253,1,1000
c00258,FirstName258,LastName258,Address258,Email258,555-111-0254,1,1000
c00259,FirstName259,LastName259,Address259,Email259,555-111-0255,1,1000
c00260,FirstName260,LastName260,Address260,Email260,555-111-0256,1,1000
c00261,FirstName261,LastName261,Address261,Email261,555-111-0257,1,1000
c00262,FirstName262,LastName262,Address262,Email262,555-111-0258,1,1000
c00263,FirstName263,LastName263,Address263,Email263,555-111-0259,1,1000
c00264,FirstName264,LastName264,Address264,Email264,555-111-0260,1,1000
c00265,FirstName265,LastName265,Address265,Email265,555-111-0261,1,1000
c00266,FirstName266,LastName266,Address266,Email266,555-111-0262,1,1000
c00267,FirstName267,LastName267,Address267,Email267,555-111-0263,1,1000
c00268,FirstName268,LastName268,Address268,Email268,555-111-0264,1,1000
c00269,FirstName269,LastName269,Address269,Email269,555-111-0265,1,1000
c00270,FirstName270,LastName270,Address270,Email270,555-111-0266,1,1000
c00271,FirstName271,LastName271,Address271,Email271,555-111-0267,1,1000
c00272,FirstName272,LastName272,Address272,Email272,555-111-0268,1,1000
c00273,FirstName273,LastName273,Address273,Email273,555-111-0269,1,1000
c00274,FirstName274,LastName274,Address274,Email274,555-111-0270,1,1000
c00275,FirstName275,LastName275,Address275,Email275,555-111-0271,1,1000
c00276,FirstName276,LastName276,Address276,Email276,555-111-0272,1,1000
c00277,FirstName277,LastName277,Address277,Email277,555-111-0273,1,1000
c00278,FirstName278,LastName278,Address278,Email278,555-111-0274,1,1000
c00279,FirstName279,LastName279,Address279,Email279,555-111-0275,1,1000
c00280,FirstName280,LastName280,Address280,Email280,555-111-0276,1,1000
c00281,FirstName281,LastName281,Address281,Email281,555-111-0277,1,1000
c00282,FirstName282,LastName282,Address282,Email282,555-111-0278,1,1000
c00283,FirstName283,LastName283,Address283,Email283,555-111-0279,1,1000
c00284,FirstName284,LastName284,Address284,Email284,555-111-0280,1,1000
c00285,FirstName285,LastName285,Address285,Email285,555-111-0281,1,1000
c00286,FirstName286,LastName286,Address286,Email286,555-111-0282,1,1000
c00287,FirstName287,LastName287,Address287,Email287,555-111-0283,1,1000
c00288,FirstName288,LastName288,Address288,Email288,555-111-0284,1,1000
c00289,FirstName289,LastName289,Address289,Email289,555-111-0285,1,1000
c00290,FirstName290,LastName290,Address290,Email290,555-111-0286,1,1000
c00291,FirstName291,LastName291,Address291,Email291,555-111-0287,1,1000
c00292,FirstName292,LastName292,Address292,Email292,555-111-0288,1,1000
c00293,FirstName293,LastName293,Address293,Email293,555-111-0289,1,1000
c00294,FirstName294,LastName294,Address294,Email294,555-111-0290,1,1000
c00295,FirstName295,LastName295,Address295,Email295,555-111-0291,1,1000
c00296,FirstName296,LastName296,Address296,Email296,555-111-0292,1,1000
c00297,FirstName297,LastName297,Address297,Email297,555-111-0293,1,1000
c00298,FirstName298,LastName298,Address298,Email298,555-111-0294,1,1000
c00299,FirstName299,LastName299,Address299,Email299,555-111-0295,1,1000
c00300,FirstName300,LastName300,Address300,Email300,555-111-0296,1,1000
c00301,FirstName301,LastName301,Address301,Email301,555-111-0297,1,1000
c00302,FirstName302,LastName302,Address302,Email302,555-111-0298,1,1000
c00303,FirstName303,LastName303,Address303,Email303,555-111-0299,1,1000
c00304,FirstName304,LastName304,Address304,Email304,555-111-0300,1,1000
c00305,FirstName305,LastName305,Address305,Email305,555-111-0301,1,1000
c00306,FirstName306,LastName306,Address306,Email306,555-111-0302,1,1000
c00307,FirstName307,LastName307,Address307,Email307,555-111-0303,1,1000
c00308,FirstName308,LastName308,Address308,Email308,555-111-0304,1,1000
c00309,FirstName309,LastName309,Address309,Email309,555-111-0305,1,1000
c00310,FirstName310,LastName310,Address310,Email310,555-111-0306,1,1000
c00311,FirstName311,LastName311,Address311,Email311,555-111-0307,1,1000
c00312,FirstName312,LastName312,Address312,Email312,555-111-0308,1,1000
c00313,FirstName313,LastName313,Address313,Email313,555-111-0309,1,1000
c00314,FirstName314,LastName314,Address314,Email314,555-111-0310,1,1000
c00315,FirstName315,LastName315,Address315,Email315,555-111-0311,1,1000
c00316,FirstName316,LastName316,Address316,Email316,555-111-0312,1,1000
c00317,FirstName317,LastName317,Address317,Email317,555-111-0313,1,1000
c00318,FirstName318,LastName318,Address318,Email318,555-111-0314,1,1000
c00319,FirstName319,LastName319,Address319,Email319,555-111-0315,1,1000
c00320,FirstName320,LastName320,Address320,Email320,555-111-0316,1,1000
c00321,FirstName321,LastName321,Address321,Email321,555-111-0317,1,1000
c00322,FirstName322,LastName322,Address322,Email322,555-111-0318,1,1000
c00323,FirstName323,LastName323,Address323,Email323,555-111-0319,1,1000
c00324,FirstName324,LastName324,Address324,Email324,555-111-0320,1,1000
c00325,FirstName325,LastName325,Address325,Email325,555-111-0321,1,1000
c00326,FirstName326,LastName326,Address326,Email326,555-111-0322,1,1000
c00327,FirstName327,LastName327,Address327,Email327,555-111-0323,1,1000
c00328,FirstName328,LastName328,Address328,Email328,555-111-0324,1,1000
c00329,FirstName329,LastName329,Address329,Email329,555-111-0325,1,1000
c00330,FirstName330,LastName330,Address330,Email330,555-111-0326,1,1000
c00331,FirstName331,LastName331,Address331,Email331,555-111-0327,1,1000
c00332,FirstName332,LastName332,Address332,Email332,555-111-0328,1,1000
c00333,FirstName333,LastName333,Address333,Email333,555-111-0329,1,1000
c00334,FirstName334,LastName334,Address334,Email334,555-111-0330,1,1000
c00335,FirstName335,LastName335,Address335,Email335,555-111-0331,1,1000
c00336,FirstName336,LastName336,Address336,Email336,555-111-0332,1,1000
c00337,FirstName337,LastName337,Address337,Email337,555-111-0333,1,1000
c00338,FirstName338,LastName338,Address338,Email338,555-111-0334,1,1000
c00339,FirstName339,LastName339,Address339,Email339,555-111-0335,1,1000
c00340,FirstName340,LastName340,Address340,Email340,555-111-0336,1,1000
c00341,FirstName341,LastName341,Address341,Email341,555-111-0337,1,1000
c00342,FirstName342,LastName342,Address342,Email342,555-111-0338,1,1000
c00343,FirstName343,LastName343,Address343,Email343,555-111-0339,1,1000
c00344,FirstName344,LastName344,Address344,Email344,555-111-0340,1,1000
c00345,FirstName345,LastName345,Address345,Email345,555-111-0341,1,1000
c00346,FirstName346,LastName346,Address346,Email346,555-111-0342,1,1000
c00347,FirstName347,LastName347,Address347,Email347,555-111-0343,1,1000
c00348,FirstName348,LastName348,Address348,Email348,555-111-0344,1,1000
c00349,FirstName349,LastName349,Address349,Email349,555-111-0345,1,1000
c00350,FirstName350,LastName350,Address350,Email350,555-111-0346,1,1000
c00351,FirstName351,LastName351,Address351,Email351,555-111-0347,1,1000
c00352,FirstName352,LastName352,Address352,Email352,555-111-0348,1,1000
c00353,FirstName353,LastName353,Address353,Email353,555-111-0349,1,1000
c00354,FirstName354,LastName354,Address354,Email354,555-111-0350,1,1000
c00355,FirstName355,LastName355,Address355,Email355,555-111-0351,1,1000
c00356,FirstName356,LastName356,Address356,Email356,555-111-0352,1,1000
c00357,FirstName357,LastName357,Address357,Email357,555-111-0353,1,1000
c00358,FirstName358,LastName358,Address358,Email358,555-111-0354,1,1000
c00359,FirstName359,LastName359,Address359,Email359,555-111-0355,1,1000
c00360,FirstName360,LastName360,Address360,Email360,555-111-0356,1,1000
c00361,FirstName361,LastName361,Address361,Email361,555-111-0357,1,1000
c00362,FirstName362,LastName362,Address362,Email362,555-111-0358,1,1000
c00363,FirstName363,LastName363,Address363,Email363,555-111-0359,1,1000
c00364,FirstName364,LastName364,Address364,Email364,555-111-0360,1,1000
c00365,FirstName365,LastName365,Address365,Email365,555-111-0361,1,1000
c00366,FirstName366,LastName366,Address366,Email366,555-111-0362,1,1000
c00367,FirstName367,LastName367,Address367,Email367,555-111-0363,1,1000
c00368,FirstName368,LastName368,Address368,Email368,555-111-0364,1,1000
c00369,FirstName369,LastName369,Address369,Email369,555-111-0365,1,1000
c00370,FirstName370,LastName370,Address370,Email370,555-111-0366,1,1000
c00371,FirstName371,LastName371,Address371,Email371,555-111-0367,1,1000
c00372,FirstName372,LastName372,Address372,Email372,555-111-0368,1,1000
c00373,FirstName373,LastName373,Address373,Email373,555-111-0369,1,1000
c00374,FirstName374,LastName374,Address374,Email374,555-111-0370,1,1000
c00375,FirstName375,LastName375,Address375,Email375,555-111-0371,1,1000
c00376,FirstName376,LastName376,Address376,Email376,555-111-0372,1,1000
c00377,FirstName377,LastName377,Address377,Email377,555-111-0373,1,1000
c00378,FirstName378,LastName378,Address378,Email378,555-111-0374,1,1000
c00379,FirstName379,LastName379,Address379,Email379,555-111-0375,1,1000
c00380,FirstName380,LastName380,Address380,Email380,555-111-0376,1,1000
c00381,FirstName381,LastName381,Address381,Email381,555-111-0377,1,1000
c00382,FirstName382,LastName382,Address382,Email382,555-111-0378,1,1000
c00383,FirstName383,LastName383,Address383,Email383,555-111-0379,1,1000
c00384,FirstName384,LastName384,Address384,Email384,555-111-0380,1,1000
c00385,FirstName385,LastName385,Address385,Email385,555-111-0381,1,1000
c00386,FirstName386,LastName386,Address386,Email386,555-111-0382,1,1000
c00387,FirstName387,LastName387,Address387,Email387,555-111-0383,1,1000
c00388,FirstName388,LastName388,Address388,Email388,555-111-0384,1,1000
c00389,FirstName389,LastName389,Address389,Email389,555-111-0385,1,1000
c00390,FirstName390,LastName390,Address390,Email390,555-111-0386,1,1000
c00391,FirstName391,LastName391,Address391,Email391,555-111-0387,1,1000
c00392,FirstName392,LastName392,Address392,Email392,555-111-0388,1,1000
c00393,FirstName393,LastName393,Address393,Email393,555-111-0389,1,1000
c00394,FirstName394,LastName394,Address394,Email394,555-111-0390,1,1000
c00395,FirstName395,LastName395,Address395,Email395,555-111-0391,1,1000
c00396,FirstName396,LastName396,Address396,Email396,555-111-0392,1,1000
c00397,FirstName397,LastName397,Address397,Email397,555-111-0393,1,1000
c00398,FirstName398,LastName398,Address398,Email398,555-111-0394,1,1000
c00399,FirstName399,LastName399,Address399,Email399,555-111-0395,1,1000
c00400,FirstName400,LastName400,Address400,Email400,555-111-0396,1,1000
c00401,FirstName401,LastName401,Address401,Email401,555-111-0397,1,1000
