customer_id,name,last_name,address,phone_number,email_address,status,credit_limit
C067500,Lionel,Worrall,Tuvalu,610-433-1120,lionel.worrall@gmail.io,True,49553.19
C045770,Carole,Ramos,Rarotonga,548-163-9377,carole.ramos@gmail.com,False,80359.62
C345551,Rosalba,Brown,Tuvalu,354-435-2391,rosalba.brown@gmail.net,False,78991.86
C041849,Catherine,Bobb,Tuvalu,688-551-5936,catherine.bobb@gmail.io,False,91551.77
C143337,Jay,Walker,Tuvalu,273-890-3974,jay.walker@gmail.io,False,87804.24
C022584,David,Tetreault,Tuvalu,797-496-6877,david.tetreault@gmail.com,True,2952.97
C267948,Irene,Mckenzie,Tuvalu,770-939-2632,irene.mckenzie@gmail.io,False,74975.66
C615686,Jana,Rehfield,Rarotonga,839-180-570,jana.rehfield@gmail.com,False,90823.43
C411371,Janet,Behrendt,Rarotonga,523-800-3261,janet.behrendt@gmail.org,True,51719.49
C547862,Dee,Hutto,Rarotonga,274-320-4606,dee.hutto@gmail.io,True,49839.61
C901389,Jesse,Sholar,Samoa,349-871-7381,jesse.sholar@gmail.org,True,19172.35
C872497,Vera,Baldwin,Samoa,582-339-6494,vera.baldwin@gmail.net,False,82527.33
C647175,Erica,Masterson,Samoa,686-989-2056,erica.masterson@gmail.net,True,31898.94
C086951,Christopher,Gunn,Rarotonga,998-709-9135,christopher.gunn@gmail.io,True,61525.87
C038499,Stanley,Garcia,Rarotonga, 32-135-6509,stanley.garcia@gmail.io,True,61261.95
C860227,Clyde,Gallant,Tuvalu,969-441-2481,clyde.gallant@gmail.org,False,11984.57
C445080,Florence,Kanagy,Rarotonga, 48-547-7262,florence.kanagy@gmail.com,True,8260.46
C983394,Betty,Daniel,Tuvalu,290-860-1845,betty.daniel@gmail.net,False,48365.09
C942093,Evelyn,Farrow,Tuvalu,186-281-5275,evelyn.farrow@gmail.org,True,35509.8
C145207,Gladys,Goeltz,Samoa, 85-594-6792,gladys.goeltz@gmail.net,True,64806.23
C588888,Raymond,Marshall,Samoa,574-299-2168,raymond.marshall@gmail.net,True,50654.01
C870667,Adam,Merchant,Tuvalu,352-902-6960,adam.merchant@gmail.com,True,72832.29
C914760,Vincent,Hall,Samoa,622-183-1442,vincent.hall@gmail.com,True,80744.45
C038567,June,Miller,Samoa,440-925-4827,june.miller@gmail.com,False,62165.64
C109430,Paul,Kessler,Samoa,334-628-7199,paul.kessler@gmail.com,False,70536.56
C758749,Elodia,Keaton,Tuvalu,811-573-9080,elodia.keaton@gmail.org,True,45775.73
C708518,Jame,Strawn,Tuvalu,802-586-6777,jame.strawn@gmail.org,False,17571.71
C918667,Joshua,Shultz,Tuvalu,926-560-635,joshua.shultz@gmail.com,False,72794.41
C128569,Jerry,Austin,Tuvalu,997-185-9453,jerry.austin@gmail.org,True,76139.13
C971255,Don,Krohn,Samoa,785-326-1482,don.krohn@gmail.io,True,54143.74
C122800,Patricia,Ashmore,Tuvalu,388-492-5718,patricia.ashmore@gmail.org,False,35512.78
C001922,Carma,Kauffman,Rarotonga,988-186-7476,carma.kauffman@gmail.io,False,62213.05
C188567,Isabelle,Berger,Rarotonga,369-115-6685,isabelle.berger@gmail.com,True,2248.89
C789445,Lynn,Sojka,Rarotonga,538-895-3027,lynn.sojka@gmail.com,False,43736.34
C075864,Norris,Darley,Tuvalu,888-754-5802,norris.darley@gmail.org,True,51501.75
C958572,Brett,Carlsen,Rarotonga,966-225-3888,brett.carlsen@gmail.org,False,71796.43
C820345,Deanna,Ascencio,Samoa,327-858-9625,deanna.ascencio@gmail.com,True,9360.19
C461287,Tracie,Queener,Rarotonga,900-578- 82,tracie.queener@gmail.org,True,85477.66
C101972,Brenda,Munoz,Rarotonga,279-200-4529,brenda.munoz@gmail.net,True,28412.79
C903016,Patricia,Witt,Rarotonga,615-942-556,patricia.witt@gmail.net,False,34666.41
C898131,Edgar,Ribron,Tuvalu,957-245-5973,edgar.ribron@gmail.org,True,44883.42
C721543,Paula,Lipner,Tuvalu,331-179-8398,paula.lipner@gmail.com,True,63389.04
C819300,Melvin,Ayala,Tuvalu,155-359-3877,melvin.ayala@gmail.org,False,12788.65
C424664,Anna,Fontana,Samoa,773- 57-7999,anna.fontana@gmail.org,True,49895.38
C934501,Bill,Maddock,Tuvalu,257-819-4768,bill.maddock@gmail.net,True,30725.98
C872853,Jennifer,Wheeler,Tuvalu,163-968-6712,jennifer.wheeler@gmail.net,True,703.4
C548288,Jesus,Gracey,Tuvalu,566-395-9748,jesus.gracey@gmail.io,False,45247.47
C868055,Kerry,Thomas,Rarotonga,585-892-6764,kerry.thomas@gmail.org,False,98557.37
C857263,Richard,Rodeheaver,Samoa,738-481-4105,richard.rodeheaver@gmail.io,True,73679.93
C596721,Melissa,Koester,Samoa,304-935-1021,melissa.koester@gmail.net,False,49586.12
C428843,Wm,Brezenski,Tuvalu,827-641-1503,wm.brezenski@gmail.net,False,52682.95
C140877,Vella,New,Rarotonga, 99- 98-5008,vella.new@gmail.io,True,22468.07
C941339,Freddie,Sinstack,Tuvalu, 35-460-5309,freddie.sinstack@gmail.io,False,56860.06
C737495,Casey,Schlitz,Tuvalu,441-677-5745,casey.schlitz@gmail.com,False,69848.61
C438745,Marta,Nickles,Rarotonga,524-222-9207,marta.nickles@gmail.org,False,19199.7
C703575,Cynthia,Williams,Samoa,917-119-5372,cynthia.williams@gmail.com,False,13789.1
C154567,Kathleen,Norman,Samoa,993-938-178,kathleen.norman@gmail.org,False,19130.48
C034956,Virginia,Stay,Rarotonga,864-841-3864,virginia.stay@gmail.net,True,5615.62
C766556,Margaret,Ryder,Rarotonga,  1-623-317,margaret.ryder@gmail.net,True,77633.88
C673276,Laura,Winters,Tuvalu,810-688-2819,laura.winters@gmail.net,False,43440.39
C050557,Beverly,Rodriguez,Tuvalu,135-440-8830,beverly.rodriguez@gmail.com,False,23423.53
C136556,Eunice,Gallaher,Samoa,723-225-3163,eunice.gallaher@gmail.org,True,99784.5
C225957,Jane,Sadat,Tuvalu,224-275-5054,jane.sadat@gmail.io,False,18844.22
C727505,Harold,Mcannally,Rarotonga,695-786-5890,harold.mcannally@gmail.org,False,19046.28
C802627,Sonja,Burgett,Samoa, 87-436-5438,sonja.burgett@gmail.io,False,30881.62
C569561,Mary,Begley,Tuvalu,414-368-8632,mary.begley@gmail.com,False,27720.17
C819689,Gary,Buffalo,Tuvalu, 93-485-6544,gary.buffalo@gmail.org,True,4586.18
C725337,April,Sims,Rarotonga,223-642-9949,april.sims@gmail.com,True,51192.42
C248776,Shirley,Moore,Rarotonga, 65-774-1395,shirley.moore@gmail.io,False,78916.44
C588163,Benjamin,Pereyda,Tuvalu, 69-167-777,benjamin.pereyda@gmail.io,True,25060.88
C792032,Christina,Juel,Tuvalu,250-583-7640,christina.juel@gmail.net,False,90290.29
C950356,Chad,Kingston,Tuvalu,300-245-1862,chad.kingston@gmail.org,True,46890.04
C275091,Donna,Finigan,Isograd, 51- 27-587,donna.finigan@rarebit.org,False,53986.18
C475665,Nathan,Maia,Formation,901-401-3288,nathan.maia@mudar.net,False,63114.9
C571992,Anthony,Miles,Slag-hole,655-733-746,anthony.miles@unshipment.org,True,63916.95
C594097,Jane,Hennessey,Quahogger,995-877-7491,jane.hennessey@dark-coated.org,True,9321.61
C338713,Jerald,Hunter,Samoa,754-128-6184,jerald.hunter@tryptophane.io,False,34858.51
C448576,Kasey,Garrison,Samoa,438-230-1760,kasey.garrison@gmail.net,True,58130.25
C786663,Charles,Richards,Unionization,408- 48-1064,charles.richards@gmail.org,True,53014.23
C243867,Pedro,Bailey,Samoa,472-836-322,pedro.bailey@gmail.com,False,28369.26
C753176,Frances,Darosa,Tuvalu,431-347-1929,frances.darosa@gmail.io,False,59940.85
C700765,Daniel,Sutton,Tuvalu,  4-995-5376,daniel.sutton@gmail.net,True,29240.45
C554061,Florence,Geffre,Tuvalu,540-338-3164,florence.geffre@gmail.net,False,30650.03
C574221,Dewey,Forrest,Tuvalu,882- 62-8014,dewey.forrest@gmail.net,True,98797.09
C797321,Brent,Brown,Rarotonga, 89-420-121,brent.brown@gmail.com,True,28839.44
C520303,David,Valdez,Tuvalu, 99-931-7668,david.valdez@gmail.com,False,38141.06
C000656,David,Hinkel,Samoa,755-898-9922,david.hinkel@gmail.org,False,83313.78
C884191,Charlotte,Dietrich,Rarotonga, 58-130-9873,charlotte.dietrich@gmail.io,True,24868.89
C624993,Rebecca,Sabb,Rarotonga,123-149-8765,rebecca.sabb@gmail.net,True,12552.55
C258038,Lucille,Benson,Tuvalu,327-459-7544,lucille.benson@gmail.com,True,98061.67
C757982,Dan,Loatman,Samoa,837-116-2613,dan.loatman@gmail.net,False,35871.07
C539953,Salvatore,Saenz,Tuvalu,135-665-7755,salvatore.saenz@gmail.net,True,81253.05
C679302,Robert,Loeza,Samoa,748- 95-1058,robert.loeza@gmail.io,True,43484.23
C740018,Ann,Picklesimer,Tuvalu,346-728-8485,ann.picklesimer@gmail.com,False,51173.42
C856783,Jack,Vrablic,Rarotonga,236-520-7472,jack.vrablic@gmail.org,True,15880.09
C182993,Terri,Peterson,Samoa,146-695-1317,terri.peterson@gmail.io,True,18189.6
C712916,James,Kennerson,Samoa,123-196-9744,james.kennerson@gmail.io,False,79668.71
C499721,Kenneth,Miller,Tuvalu,937-893-8257,kenneth.miller@gmail.com,False,69654.91
C236886,Richard,Boeke,Rarotonga,125-650-6068,richard.boeke@gmail.org,True,39023.07
C292433,Mary,Mentgen,Tuvalu,534-974-2903,mary.mentgen@gmail.org,False,20230.33
C440123,Danial,Beyl,Samoa,519- 39-7733,danial.beyl@gmail.org,True,34329.12
C588685,Kathleen,Reeves,Rarotonga,231-519-6978,kathleen.reeves@gmail.org,False,33266.93
C542684,Erin,Nichols,Samoa,518-492-6613,erin.nichols@gmail.io,True,40036.05
C031996,Monica,Buchanan,Rarotonga,775-548-2520,monica.buchanan@gmail.org,True,75086.65
C828808,Peter,Griffin,Tuvalu,979-394-5970,peter.griffin@gmail.net,True,30214.2
C843894,Michael,Blount,Samoa,826-406-4802,michael.blount@gmail.com,True,43912.32
C729923,Marcia,King,Rarotonga,417-958-1902,marcia.king@gmail.com,False,27506.86
C574342,James,Rochin,Samoa,321-910-4096,james.rochin@gmail.io,False,48820.55
C211214,Albert,Hanson,Tuvalu,573-  9-6550,albert.hanson@gmail.net,False,71249.55
C181355,Leon,Morton,Rarotonga,574-752-6225,leon.morton@gmail.net,False,4662.58
C628903,Eleanor,Aslam,Samoa,349-112-2748,eleanor.aslam@gmail.net,False,87406.9
C102393,Ernest,Bonilla,Samoa,496-298-958,ernest.bonilla@gmail.net,False,36668.87
C275170,Corey,Malveaux,Samoa, 78-990-4596,corey.malveaux@gmail.org,False,62933.29
C958441,Edward,Duran,Rarotonga,621-949-7040,edward.duran@gmail.net,False,68345.01
C716002,Patricia,Rose,Tuvalu,491-343-748,patricia.rose@gmail.net,False,47564.34
C782089,Minnie,Fletcher,Tuvalu,564-919-4606,minnie.fletcher@gmail.com,True,93694.43
C217449,Joshua,Chapman,Samoa,382-453-9445,joshua.chapman@gmail.net,True,22038.01
C530097,Dolly,Brown,Samoa,341-929-4354,dolly.brown@gmail.net,False,33794.18
C256724,Erma,Mitchell,Samoa,549-469-7370,erma.mitchell@gmail.net,False,65596.63
C788472,Chris,Desrochers,Tuvalu,706-704-7159,chris.desrochers@gmail.net,True,12707.32
C694791,Shae,Gardner,Rarotonga,271-930-4187,shae.gardner@gmail.io,False,37677.73
C675414,John,Musick,Samoa,308-696-620,john.musick@gmail.net,False,66745.42
C606562,John,Beaudion,Rarotonga,933- 84-510,john.beaudion@gmail.net,True,6875.54
C361034,Thomas,Payton,Tuvalu,266-867-1353,thomas.payton@gmail.org,True,3542.97
C960788,Reba,Tolbert,Tuvalu,695-859-9639,reba.tolbert@gmail.org,True,47897.96
C709662,Gabriel,Dorn,Tuvalu,100-267-4664,gabriel.dorn@gmail.io,False,98264.97
C792064,Maureen,Dunning,Rarotonga,266-351-717,maureen.dunning@gmail.org,False,89877.7
C531629,Edgar,Wallace,Tuvalu,595- 53-5874,edgar.wallace@gmail.org,True,913.79
C679260,George,Cox,Tuvalu,703-146-3880,george.cox@gmail.org,True,34570.21
C671681,Willie,Talaga,Rarotonga,613-550-8523,willie.talaga@gmail.org,True,70676.74
C814301,Pamela,Tirk,Tuvalu,422- 54-2079,pamela.tirk@gmail.io,False,88814.15
C982734,Roland,Culver,Tuvalu,575-852-3285,roland.culver@gmail.com,False,39942.77
C713039,Carla,Bedford,Rarotonga,969-862-6844,carla.bedford@gmail.org,True,15405.35
C170907,Rose,King,Rarotonga,591-900-8892,rose.king@gmail.net,True,78283.55
C434582,Art,Hunt,Rarotonga,816-883-1348,art.hunt@gmail.org,False,3884.22
C698429,Willard,Todd,Samoa,889-533-7085,willard.todd@gmail.io,True,42519.08
C802765,Claudia,Ford,Rarotonga,605-328-3943,claudia.ford@gmail.io,False,43253.29
C367277,Don,Woo,Samoa,785-961-2277,don.woo@gmail.org,True,21116.92
C889628,Adolph,Thurston,Tuvalu,348-707-4255,adolph.thurston@gmail.com,True,72398.27
C107894,Clyde,Charron,Rarotonga,166-368-4072,clyde.charron@gmail.net,True,22169.91
C903139,Kim,Wade,Rarotonga,984-815-2105,kim.wade@gmail.net,False,23778.07
C277241,Mark,Wyland,Samoa,516-164-6397,mark.wyland@gmail.net,True,1993.72
C964876,Maude,Hill,Rarotonga,672-510-5030,maude.hill@gmail.io,True,82119.34
C263915,Jermaine,Clark,Samoa,173-898-7363,jermaine.clark@gmail.net,True,36461.24
C910983,Rosemarie,Starnes,Rarotonga,472-379-5393,rosemarie.starnes@gmail.io,False,35620.99
C839714,Richard,Owens,Rarotonga,555-906-7430,richard.owens@gmail.com,False,29818.0
C983698,Jeffrey,Kaschak,Tuvalu,135-990-4412,jeffrey.kaschak@gmail.net,True,89484.34
C975782,Dan,Keller,Samoa,863- 31-7694,dan.keller@gmail.net,True,29361.62
C080181,Edward,Lawson,Samoa,494- 19-4294,edward.lawson@gmail.com,False,41066.91
C543526,Luther,Lucas,Samoa,172-300-3066,luther.lucas@gmail.io,False,93326.59
C088593,Gary,Croker,Rarotonga,536-972-1085,gary.croker@gmail.com,True,64777.18
C159991,Mary,Dimarco,Samoa,598-361-8973,mary.dimarco@gmail.net,True,70188.48
C541314,Naomi,Hughes,Rarotonga,113-326-5449,naomi.hughes@gmail.net,False,40891.84
C040282,Esperanza,Cheatham,Rarotonga,942- 46-1298,esperanza.cheatham@gmail.org,False,462.7
C313176,Joyce,Guadagno,Samoa,596-313- 44,joyce.guadagno@gmail.org,True,77531.67
C954814,Ronald,Chaput,Rarotonga,848-325-7849,ronald.chaput@gmail.io,True,86742.62
C174579,Francisco,Ashby,Rarotonga,861-619-5913,francisco.ashby@gmail.io,False,10234.27
C707329,Maria,Fields,Samoa,551-122-3480,maria.fields@gmail.org,False,44094.29
C427647,Bobbi,Willoughby,Rarotonga, 46-305-3528,bobbi.willoughby@gmail.net,False,53337.96
C303733,Jay,Quinn,Samoa,235-674-5609,jay.quinn@gmail.com,False,92940.79
C167791,Dana,Acosta,Samoa, 24-920-6749,dana.acosta@gmail.org,True,26798.9
C175954,Vanessa,Schmidt,Tuvalu,455-978-1264,vanessa.schmidt@gmail.io,False,11719.01
C256363,Adam,Bone,Samoa,758- 31- 12,adam.bone@gmail.com,False,94431.56
C134890,Antonio,Zollars,Tuvalu,459-433-5564,antonio.zollars@gmail.com,True,8212.21
C813343,Nathan,Mobley,Rarotonga,822-222-2421,nathan.mobley@gmail.org,True,88159.93
C362891,Shirley,Motley,Tuvalu, 90-671-4656,shirley.motley@gmail.io,True,60217.54
C055803,Donald,Cox,Rarotonga,797-705-896,donald.cox@gmail.io,False,13172.15
C565981,Robert,Bowen,Tuvalu,971-167-5102,robert.bowen@gmail.io,True,47334.34
C197542,Eric,Johnson,Rarotonga,778-237-6192,eric.johnson@gmail.org,False,36189.45
C450896,Frank,Radcliff,Samoa,167-890-6371,frank.radcliff@gmail.net,True,86836.92
C425574,Jeanne,Robinson,Tuvalu,128-596-5679,jeanne.robinson@gmail.com,True,4250.35
C901595,Sara,Henkel,Tuvalu,706- 53-6820,sara.henkel@gmail.com,True,36293.79
C766922,Kathleen,Lewis,Rarotonga,152-200-353,kathleen.lewis@gmail.com,False,77045.75
C344883,Diana,Fields,Rarotonga,626-593-5926,diana.fields@gmail.io,False,66494.76
C629767,Regina,Bridges,Tuvalu,836-529-1232,regina.bridges@gmail.io,True,19857.96
C743421,Michael,Thomas,Rarotonga,780-414-6655,michael.thomas@gmail.org,True,12317.97
C613461,Mindy,Conley,Rarotonga,517-979-9857,mindy.conley@gmail.io,True,19624.07
C240912,Candy,Terry,Samoa,432-861-8317,candy.terry@gmail.com,False,73512.1
C455541,Carlos,White,Tuvalu, 21-287-1444,carlos.white@gmail.org,False,22935.37
C887681,Kristin,Harland,Rarotonga,916-507-4752,kristin.harland@gmail.org,True,93017.7
C537326,Phillip,Stroud,Samoa,137-695-5109,phillip.stroud@gmail.com,False,52411.66
C050543,Monica,Bedell,Rarotonga,595-936-8912,monica.bedell@gmail.net,True,32712.34
C319330,Roberta,Gilbert,Samoa,195-349-7021,roberta.gilbert@gmail.com,False,95649.02
C870697,Kenneth,Pursifull,Rarotonga,742-777-5972,kenneth.pursifull@gmail.io,False,31030.25
C665108,Amy,Butts,Rarotonga,162-567-9670,amy.butts@gmail.io,False,39069.72
C967919,Jack,Marshall,Tuvalu, 18-336- 83,jack.marshall@gmail.com,False,67928.17
C073768,Wendy,Phillips,Rarotonga,571-179-9327,wendy.phillips@gmail.net,True,23505.55
C663913,Ronald,Laudenslager,Rarotonga,261-979-6591,ronald.laudenslager@gmail.org,False,49674.69
C388910,Lisa,Evers,Rarotonga,650-189-8235,lisa.evers@gmail.com,False,20309.73
C118558,Sheila,Laster,Samoa,488-937-9261,sheila.laster@gmail.com,True,82668.56
C776219,John,Proctor,Rarotonga,  4-120-4667,john.proctor@gmail.org,True,20175.22
C314482,Pat,Kemp,Samoa,803-213-6590,pat.kemp@gmail.io,True,46970.97
C402940,Christopher,Moye,Samoa,742-298-2011,christopher.moye@gmail.com,True,46413.97
C503897,Becky,Saucedo,Samoa,781-174-8571,becky.saucedo@gmail.io,True,1948.27
C314898,Seth,Healy,Samoa,140-157-328,seth.healy@gmail.net,False,58265.43
C109928,Brad,Deckman,Tuvalu,554-509-9738,brad.deckman@gmail.io,True,1418.16
C582659,Richard,Keenan,Rarotonga,522- 71-1190,richard.keenan@gmail.net,False,75124.86
C388261,Stephanie,Benson,Samoa,735-159-1373,stephanie.benson@gmail.com,False,18200.39
C002040,Amy,Potter,Tuvalu,503-225-3635,amy.potter@gmail.org,True,60388.78
C754365,Phyllis,Gibson,Rarotonga, 94-920-7997,phyllis.gibson@gmail.org,False,1403.66
C942506,Anne,Javier,Rarotonga,691-715-9767,anne.javier@gmail.org,False,40229.82
C539808,Kathleen,Mcgee,Rarotonga,687-907-4442,kathleen.mcgee@gmail.com,True,74473.45
C030168,Michelle,Lewis,Tuvalu, 70-272-745,michelle.lewis@gmail.io,True,691.72
C083255,Scott,Pipes,Tuvalu,714-446-2428,scott.pipes@gmail.net,True,50653.41
C509782,Julie,Fetter,Rarotonga,463- 37-5559,julie.fetter@gmail.com,False,34697.47
C052558,Danny,Haney,Samoa,998- 76-2762,danny.haney@gmail.com,False,49587.01
C312557,Laura,Smith,Rarotonga, 80-496-4063,laura.smith@gmail.io,True,70323.99
C435469,Ryan,Newman,Samoa,659-974-2360,ryan.newman@gmail.com,True,43452.87
C127927,Cherie,Rester,Samoa,389-937-2629,cherie.rester@gmail.io,False,26158.35
C447912,Leslie,Harry,Rarotonga,761-239-987,leslie.harry@gmail.io,True,33114.31
C554828,Kenneth,Cary,Rarotonga,698-900-2710,kenneth.cary@gmail.io,True,5723.87
C532080,Nancy,Sparks,Samoa,829-557-6321,nancy.sparks@gmail.org,True,78039.1
C683423,Brent,Hyatt,Samoa,860- 54-5623,brent.hyatt@gmail.org,False,46711.64
C597533,Aaron,Abbott,Samoa,559-110-3009,aaron.abbott@gmail.io,True,43874.41
C220814,Marian,Morse,Rarotonga,914-352-9645,marian.morse@gmail.com,False,80800.31
C352798,Zachary,Maes,Rarotonga,333-210-8812,zachary.maes@gmail.io,True,54366.88
C557176,Kenneth,Flower,Tuvalu,662-865-1428,kenneth.flower@gmail.io,False,66202.97
C163010,Alvin,Cook,Samoa,527- 47-8191,alvin.cook@gmail.io,True,49392.91
C338242,Patricia,Bryant,Samoa,440- 30-2093,patricia.bryant@gmail.org,False,82157.74
C761154,Shirley,Carpenter,Samoa,914-924-6819,shirley.carpenter@gmail.io,False,75141.04
C377973,Myrtle,Orvis,Tuvalu,157- 78-3032,myrtle.orvis@gmail.io,True,35064.45
C992626,Dee,Mosby,Tuvalu, 38-495-3150,dee.mosby@gmail.net,True,21832.15
C803552,Misty,Green,Samoa,279-256-3198,misty.green@gmail.com,False,898.87
C718046,Cynthia,Clement,Tuvalu,541-213-1053,cynthia.clement@gmail.net,True,83270.27
C472307,Michael,Cassidy,Samoa,790-283-3006,michael.cassidy@gmail.io,True,23105.1
C134291,Clarence,Antonio,Tuvalu,590-455-6783,clarence.antonio@gmail.com,False,74382.87
C595859,Shirley,High,Diaheliotropism,529-404-812,shirley.high@knowers.com,True,90936.07
C434006,Alvin,Roberts,Lushness,177-889-8659,alvin.roberts@tertians.com,False,90982.84
C517979,Walter,Lopez,Getaway,214-470-770,walter.lopez@cuneus.org,True,3241.53
C988990,Norma,Gaitor,Pointillage,558-701-6589,norma.gaitor@undervalue.com,True,8520.2
C227684,Josephine,Davis,Rarotonga,746-182-7486,josephine.davis@gmail.org,False,83191.15
C740337,Jerry,Reid,Tuvalu,856-817-2512,jerry.reid@gmail.io,True,32991.17
C194478,David,Giroux,Rarotonga,463-858-6020,david.giroux@gmail.io,True,3600.97
C508606,Richard,Scott,Pleistocene,293-761-2218,richard.scott@gmail.net,True,9177.97
C945936,Joanna,George,Samoa, 56-844-6437,joanna.george@replastered.com,False,60306.68
C829794,Irene,Culler,Tuvalu,653-579-765,irene.culler@gmail.io,False,66406.88
C493321,Lawrence,Banks,Rarotonga,808-296-3085,lawrence.banks@gmail.org,True,72431.27
C390786,Karen,Bragdon,Rarotonga,443-551-1772,karen.bragdon@gmail.org,True,57106.96
C299432,Ruth,Schirmer,Rarotonga,810-888-1992,ruth.schirmer@gmail.org,True,15952.79
C211877,Mary,Thomas,Samoa,161-824-4900,mary.thomas@gmail.com,True,25074.36
C976028,Jorge,Turner,Samoa,551-749-5212,jorge.turner@gmail.org,True,37111.24
