customer_id,name,address,phone_number,email,credit_limit
user64,Verna Cruz,3717 382 Ave,118-712-7994,90qne3txhb@u.edu,8400
user65,Frankie Morales,4006 93 Dr,932-113-3534,aiuc0ijnus@u.edu,7300
user66,Ken Garcia,8157 297 Ave,910-350-1282,07v67j61gb@u.edu,5400
user67,Manny Perez,9444 57 St,293-535-1710,pzmwmpgana@u.edu,2400
user68,Zoe Sanchez,7431 129 Dr,954-362-4548,m204zen5nx@u.edu,8700
user69,Persephone Rodriguez,5995 111 Dr,738-783-2887,m6eatrab3u@u.edu,3300
user70,Greg Lopez,792 172 Pl,190-404-2343,moi1ta937v@u.edu,6400
user71,Daphne Perez,4504 369 Pl,332-774-1550,wesh9b8nb4@u.edu,4500
user72,Verna Flores,6855 287 Ave,889-229-5529,z4n7lj58z0@u.edu,7800
user73,Orwell Sanchez,5402 363 Pl,423-462-8080,ee4ts399kq@u.edu,1100
user74,Verna Perez,9250 198 St,793-220-6015,v70akxnkgi@u.edu,3600
user75,Hannah Gutierrez,8945 219 St,996-566-1159,r56f8udhvz@u.edu,4600
user76,Hannah Reyes,1296 226 St,847-710-8448,xy7qnm941u@u.edu,5700
user77,Letty Morales,1426 192 Rd,273-409-2575,3870naw4qs@u.edu,2600
user78,Ricki Hernandez,8684 34 Pl,717-888-1690,hel3wuxud3@u.edu,3600
user79,Zoe Gutierrez,169 397 St,975-863-5761,0qtid6qs0v@u.edu,4300
user80,Ken Gutierrez,2858 337 Pl,866-560-5650,g0rvnltekm@u.edu,7300
user81,Trixie Vasquez,6277 34 Rd,837-234-2958,c2vgu370ud@u.edu,8300
user82,Yannick Garcia,8205 198 St,886-448-7599,0ytm29u1af@u.edu,4800
user83,Greg Gutierrez,4672 364 Rd,802-378-5300,4icppb5rz1@u.edu,100
user84,Yannick Garcia,3982 61 Pl,792-975-6466,pkhrfp4pvp@u.edu,2400
user85,Persephone Garcia,4328 359 Rd,482-675-7881,w64ecm2jb0@u.edu,5400
user86,Xena Hernandez,1556 198 Dr,676-825-5466,ix6qamw2et@u.edu,4100
user87,Yannick Vasquez,4370 38 Dr,446-359-7058,9wh19oeier@u.edu,8700
user88,Greg Garcia,7586 204 Ave,239-186-3076,691mmfewmh@u.edu,9900
user89,Charlie Cruz,3384 217 Rd,986-496-5891,izm7fxcjqt@u.edu,6100
user90,Frankie Lopez,7442 330 Dr,156-178-9123,qgpdr9ec5i@u.edu,2400
user91,Idris Reyes,9692 378 Ave,223-960-9104,6rpjfkvw93@u.edu,8600
user92,Charlie Hernandez,4490 250 Rd,742-704-6668,ueaz7gswaw@u.edu,7100
user93,Nikki Gonzalez,4545 250 Ave,637-780-2581,1ggsf379hr@u.edu,3500
user94,Walker Garcia,2317 52 Pl,116-986-3160,opejmklnav@u.edu,7400
user95,Walker Morales,3158 135 Dr,729-521-5003,c8hsxvmaa4@u.edu,6200
user96,Starburns Martinez,1820 27 Dr,704-682-3742,b382rcb9dm@u.edu,4600
user97,Persephone Reyes,863 222 Pl,443-687-6527,juaint9b9d@u.edu,1500
user98,Ken Perez,2210 49 Rd,146-991-7007,q7y706l0yg@u.edu,4600
user99,Starburns Morales,146 188 Pl,166-933-1096,vxea2yvebj@u.edu,7600
user100,Daphne Gutierrez,632 178 St,373-549-9180,59m9ty9b9n@u.edu,9800
