customer_id,first_name,last_name,address,phone,email
user0030,Evelyn,Johnson,"305 922nd St., Cheyenne, Wyoming 43685",5025508698,Evelyn_Johnson@gmail.com
user0031,Evelyn,Taylor,"4204 265th Ave., Baton Rouge, Louisiana 93495",9971208627,Evelyn_Taylor@yahoo.com
user0032,Kevin,Evans,"3970 364th Ave., Columbus, Ohio 64789",1157119731,Kevin_Evans@hotmail.com
user0033,Anthony,Martin,"4523 136th Ave., Lansing, Michigan 65874",1892468905,Anthony_Martin@gmail.com
user0034,Avery,Wright,"8866 1st St., Richmond, Virginia 75353",8727689722,Avery_Wright@yahoo.com
user0035,Elisabeth,Anderson,"5108 526th Ave., Boise, Idaho 67058",8916835045,Elisabeth_Anderson@hotmail.com
user0036,Joseph,Clark,"9823 839th St., Montpelier, Vermont 60453",3071160442,Joseph_Clark@hotmail.com
user0037,Anthony,Jones,"4655 612nd St., Raleigh, North Carolina 13762",6638020301,Anthony_Jones@hotmail.com
user0038,William,Allen,"2429 131st St., Montpelier, Vermont 28774",4555623511,William_Allen@gmail.com
user0039,Amelia,Lopez,"3419 313rd St., Des Moines, Iowa 60875",4682860394,Amelia_Lopez@usa.com
user0040,Victoria,Young,"9799 225th St., Hartford, Connecticut 52451",6695774991,Victoria_Young@gmail.com
user0041,Olivia,Turner,"1791 999th Ave., Richmond, Virginia 20169",3431875289,Olivia_Turner@gmail.com
user0042,Abigail,Green,"702 640th Ave., Springfield, Illinois 10638",1956428540,Abigail_Green@usa.com
user0043,Abigail,Martinez,"7203 485th St., Jackson, Mississippi 73630",5317345143,Abigail_Martinez@hotmail.com
user0044,Charlotte,Moore,"9248 820th Ave., Santa Fe, New Mexico 14632",9256100888,Charlotte_Moore@yahoo.com
user0045,Amelia,Walker,"6260 993rd Ave., Annapolis, Maryland 89053",4048053445,Amelia_Walker@usa.com
user0046,Mila,Hall,"8686 569th St., Santa Fe, New Mexico 38949",2769887838,Mila_Hall@yahoo.com
user0047,Thomas,Parker,"9148 226th Ave., Honolulu, Hawaii 64828",5776140303,Thomas_Parker@yahoo.com
user0048,Avery,Moore,"9257 725th St., Santa Fe, New Mexico 50982",1013496316,Avery_Moore@usa.com
user0049,Paul,Wilson,"6085 179th St., Austin, Texas 37446",2541135935,Paul_Wilson@usa.com
